Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.26,0.26,
1,[1],,e5,0.27,-0.01,
2,[2],Nf3,,0.27,0.0,
3,[2],,d6,0.32,-0.05,
4,[3],Bc4,,0.14,-0.18,
5,[3],,Bg4,-0.14,0.28,
6,[4],h3,,0.49,0.63,
7,[4],,Bxf3,0.58,-0.09,
8,[5],Qxf3,,0.52,-0.06,
9,[5],,a6??,,,#1#
10,[6],,,,,#10#
