Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.22,0.22,
1,[1],,d5,0.27,-0.05,
2,[2],Nf3,,0.29,0.02,
3,[2],,c6,0.47,-0.18,
4,[3],Bf4,,0.55,0.08,
5,[3],,Bf5,0.6,-0.05,
6,[4],e3,,0.33,-0.27,
7,[4],,Qb6,0.42,-0.09,
8,[5],Bd3,,0.59,0.17,
9,[5],,Bxd3,0.25,0.34,
10,[6],Qxd3,,-0.27,-0.52,
11,[6],,Qxb2,-0.11,-0.16,
12,[7],O-O,,-0.68,-0.57,
13,[7],,e6,0.86,-1.54,Erreur
14,[8],c4,,-0.99,-1.85,Erreur
15,[8],,Nf6,0.93,-1.92,Erreur
16,[9],Nbd2,,1.09,0.16,
17,[9],,Qb6,0.87,0.22,
18,[10],Rfb1,,0.58,-0.29,
19,[10],,Qa6,0.6,-0.02,
20,[11],Qb3,,0.53,-0.07,
21,[11],,b6,0.41,0.12,
22,[12],a4,,0.45,0.04,
23,[12],,Qa5,0.84,-0.39,
24,[13],Qc2,,0.81,-0.03,
25,[13],,dxc4,0.91,-0.1,
26,[14],e4,,0.76,-0.15,
27,[14],,c3,0.62,0.14,
28,[15],Nc4,,0.6,-0.02,
29,[15],,Qa6,0.89,-0.29,
30,[16],Qxc3,,0.69,-0.2,
31,[16],,Be7,0.68,0.01,
32,[17],Ncd2,,0.29,-0.39,
33,[17],,O-O,0.01,0.28,
34,[18],Bxb8,,-0.01,-0.02,
35,[18],,Raxb8,-0.01,0.0,
36,[19],Qxc6,,0.06,0.07,
37,[19],,Rfc8,-0.1,0.16,
38,[20],Qb5,,0.0,0.1,
39,[20],,Qb7,-0.21,0.21,
40,[21],Qd3,,-0.28,-0.07,
41,[21],,Rc7,0.03,-0.31,
42,[22],Rc1,,-0.53,-0.56,
43,[22],,Rbc8,-0.54,0.01,
44,[23],Rxc7,,-0.76,-0.22,
45,[23],,Rxc7,-0.37,-0.39,
46,[24],h3,,-0.47,-0.1,
47,[24],,Qc8,-0.2,-0.27,
48,[25],Qb5,,-0.32,-0.12,
49,[25],,h6,-0.34,0.02,
50,[26],g3,,-0.61,-0.27,
51,[26],,Rc2,-0.6,-0.01,
52,[27],Kg2,,-0.88,-0.28,
53,[27],,Qc3,-0.69,-0.19,
54,[28],Rd1,,-1.02,-0.33,
55,[28],,Qb4,-0.04,-0.98,
56,[29],Rb1,,-0.06,-0.02,
57,[29],,Qc3,0.0,-0.06,
58,[30],Rd1,,-0.76,-0.76,
59,[30],,Rb2,-0.93,0.17,
60,[31],Qe5,,-1.61,-0.68,
61,[31],,Nd7,-1.96,0.35,
62,[32],Qf4,,-1.58,0.38,
63,[32],,g5,-1.03,-0.55,
64,[33],Qe3,,-1.15,-0.12,
65,[33],,Qxe3,-0.9,-0.25,
66,[34],fxe3,,-1.1,-0.2,
67,[34],,Bb4,-1.15,0.05,
68,[35],Kf1,,-1.54,-0.39,
69,[35],,Ra2,-0.93,-0.61,
70,[36],e5,,-0.96,-0.03,
71,[36],,f5,-0.77,-0.19,
72,[37],g4,,-0.9,-0.13,
73,[37],,Kf8,-0.74,-0.16,
74,[38],Ke2,,-0.93,-0.19,
75,[38],,Rxa4,-0.78,-0.15,
76,[39],Rc1,,-0.79,-0.01,
77,[39],,Ra2,-0.74,-0.05,
78,[40],Rc8+,,-0.85,-0.11,
79,[40],,Ke7,0.0,-0.85,
80,[41],Rh8,,0.0,0.0,
81,[41],,a5,0.0,0.0,
82,[42],Rh7+,,0.0,0.0,
83,[42],,Kd8,0.0,0.0,
84,[43],Rxh6,,0.06,0.06,
85,[43],,Nf8,0.0,0.06,
86,[44],Kd3,,-0.34,-0.34,
87,[44],,b5,-0.41,0.07,
88,[45],Rh8,,-0.74,-0.33,
89,[45],,a4,0.0,-0.74,
90,[46],Rg8,,-0.93,-0.93,
91,[46],,a3,0.46,-1.39,Erreur
92,[47],gxf5,,0.49,0.03,
93,[47],,exf5,0.47,0.02,
94,[48],Rxg5,,0.64,0.17,
95,[48],,Ra1,0.26,0.38,
96,[49],Rg7,,0.0,-0.26,
97,[49],,Rc1,0.0,0.0,
98,[50],Ra7,,-0.41,-0.41,
99,[50],,Ne6,0.0,-0.41,
100,[51],h4,,0.0,0.0,
101,[51],,Rc3+,0.0,0.0,
102,[52],Ke2,,0.0,0.0,
103,[52],,f4,0.0,0.0,
104,[53],exf4,,0.0,0.0,
105,[53],,Nxf4+,-1.03,1.03,Erreur
106,[54],Kd1,,0.0,1.03,Erreur
107,[54],,Kc8,-2.01,2.01,Erreur
108,[55],e6,,-1.17,0.84,
109,[55],,Kb8,-1.6,0.43,
110,[56],Ne4,,-6.26,-4.66,Gaffe
111,[56],,Rd3+,-6.27,0.01,
112,[57],Kc2,,-6.28,-0.01,
113,[57],,Kxa7,-6.98,0.7,
114,[58],Ne5,,-6.59,0.39,
115,[58],,Re3,-7.05,0.46,
116,[59],Nc6+,,-6.96,0.09,
117,[59],,Kb6,-6.88,-0.08,
118,[60],Nxb4,,-6.6,0.28,
119,[60],,Rxe4,-7.16,0.56,
120,[61],d5,,-19.0,-11.84,Gaffe
121,[61],,Nxe6,-9.31,-9.69,Gaffe
122,[62],dxe6,,-15.07,-5.76,Gaffe
123,[62],,Rxb4,-45.14,30.07,Gaffe
