Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.26,0.26,
1,[1],,c5,0.28,-0.02,
2,[2],Nf3,,0.37,0.09,
3,[2],,e6,0.26,0.11,
4,[3],Nc3,,0.25,-0.01,
5,[3],,a6,0.5,-0.25,
6,[4],Be2,,0.48,-0.02,
7,[4],,Nc6,0.5,-0.02,
8,[5],d4,,0.49,-0.01,
9,[5],,cxd4,0.36,0.13,
10,[6],Nxd4,,0.5,0.14,
11,[6],,Qc7,0.46,0.04,
12,[7],O-O,,0.36,-0.1,
13,[7],,Nf6,0.26,0.1,
14,[8],Be3,,0.36,0.1,
15,[8],,Be7,0.32,0.04,
16,[9],f4,,0.27,-0.05,
17,[9],,d6,0.28,-0.01,
18,[10],Kh1,,0.07,-0.21,
19,[10],,O-O,0.15,-0.08,
20,[11],Qe1,,0.04,-0.11,
21,[11],,Nxd4,0.23,-0.19,
22,[12],Bxd4,,0.16,-0.07,
23,[12],,b5,0.13,0.03,
24,[13],Qg3,,0.17,0.04,
25,[13],,Bb7,0.16,0.01,
26,[14],a3,,0.19,0.03,
27,[14],,Rad8,0.18,0.01,
28,[15],Rae1,,0.08,-0.1,
29,[15],,Rd7,0.24,-0.16,
30,[16],Bd3,,0.12,-0.12,
31,[16],,Qd8,0.27,-0.15,
32,[17],Qh3,,0.17,-0.1,
33,[17],,g6,0.65,-0.48,
34,[18],f5,,0.85,0.2,
35,[18],,e5,0.77,0.08,
36,[19],Be3,,0.75,-0.02,
37,[19],,Re8,1.01,-0.26,
38,[20],fxg6,,0.77,-0.24,
39,[20],,hxg6,1.0,-0.23,
40,[21],Nd5,,0.0,-1.0,
41,[21],,Nxd5,0.0,0.0,
42,[22],Rxf7,,0.0,0.0,
43,[22],,Kxf7,0.0,0.0,
44,[23],Qh7+,,0.0,0.0,
45,[23],,Ke6,0.0,0.0,
46,[24],exd5+,,0.0,0.0,
47,[24],,Kxd5,0.0,0.0,
48,[25],Be4+,,0.0,0.0,
49,[25],,Kxe4,0.0,0.0,
50,[26],Qf7,,0.0,0.0,
51,[26],,Bf6,0.0,0.0,
52,[27],Bd2+,,0.0,0.0,
53,[27],,Kd4,0.0,0.0,
54,[28],Be3+,,0.0,0.0,
55,[28],,Ke4,0.0,0.0,
56,[29],Qb3,,3.1,3.1,Gaffe
57,[29],,Kf5,6.66,-3.56,Gaffe
58,[30],Rf1+,,0.0,-6.66,Gaffe
59,[30],,Kg4,0.0,0.0,
60,[31],Qd3,,6.94,6.94,Gaffe
61,[31],,Bxg2+,15.06,-8.12,Gaffe
62,[32],Kxg2,,15.34,0.28,
63,[32],,Qa8+,15.87,-0.53,
64,[33],Kg1,,15.87,0.0,
65,[33],,Bg5,,,#9#
66,[34],Qe2+,,,,#-8#
67,[34],,Kh4,,,#8#
68,[35],Bf2+,,,,#-7#
69,[35],,Kh3,,,#7#
70,[36],Be1,,,,#-6#
