Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.1,0.1,
1,[1],,c5,0.92,-0.82,
2,[2],Nf3,,0.92,0.0,
3,[2],,e6,1.41,-0.49,
4,[3],Nc3,,0.99,-0.42,
5,[3],,a6,1.75,-0.76,
6,[4],Be2,,0.9,-0.85,
7,[4],,Nc6,0.86,0.04,
8,[5],d4,,0.76,-0.1,
9,[5],,cxd4,1.2,-0.44,
10,[6],Nxd4,,1.1,-0.1,
11,[6],,Qc7,1.25,-0.15,
12,[7],O-O,,-2.31,-3.56,Gaffe
13,[7],,Nf6,1.06,-3.37,Gaffe
14,[8],Be3,,-1.3,-2.36,Erreur
15,[8],,Be7,1.39,-2.69,Erreur
16,[9],f4,,0.81,-0.58,
17,[9],,d6,0.81,0.0,
18,[10],Kh1,,0.51,-0.3,
19,[10],,O-O,0.47,0.04,
20,[11],Qe1,,-0.22,-0.69,
21,[11],,Nxd4,-1.62,1.4,Erreur
22,[12],Bxd4,,-1.62,0.0,
23,[12],,b5,0.44,-2.06,Erreur
24,[13],Qg3,,1.23,0.79,
25,[13],,Bb7,0.36,0.87,
26,[14],a3,,0.19,-0.17,
27,[14],,Rad8,0.31,-0.12,
28,[15],Rae1,,0.86,0.55,
29,[15],,Rd7,2.4,-1.54,Erreur
30,[16],Bd3,,-6.87,-9.27,Gaffe
31,[16],,Qd8,-0.16,-6.71,Gaffe
32,[17],Qh3,,0.4,0.56,
33,[17],,g6,1.03,-0.63,
34,[18],f5,,-1.98,-3.01,Gaffe
35,[18],,e5,0.63,-2.61,Erreur
36,[19],Be3,,0.35,-0.28,
37,[19],,Re8,0.74,-0.39,
38,[20],fxg6,,0.48,-0.26,
39,[20],,hxg6,0.25,0.23,
40,[21],Nd5,,-1.69,-1.94,Erreur
41,[21],,Nxd5,-0.91,-0.78,
42,[22],Rxf7,,-3.64,-2.73,Erreur
43,[22],,Kxf7,0.09,-3.73,Gaffe
44,[23],Qh7+,,0.09,0.0,
45,[23],,Ke6,0.0,0.09,
46,[24],exd5+,,0.0,0.0,
47,[24],,Kxd5,2.34,-2.34,Erreur
48,[25],Be4+,,0.21,-2.13,Erreur
49,[25],,Kxe4,0.29,-0.08,
50,[26],Qf7,,-0.9,-1.19,Erreur
51,[26],,Bf6,-0.9,0.0,
52,[27],Bd2+,,0.0,0.9,
53,[27],,Kd4,-0.9,0.9,
54,[28],Be3+,,-0.9,0.0,
55,[28],,Ke4,-0.9,0.0,
56,[29],Qb3,,-2.37,-1.47,Erreur
57,[29],,Kf5,-3.47,1.1,Erreur
58,[30],Rf1+,,-2.26,1.21,Erreur
59,[30],,Kg4,-2.39,0.13,
60,[31],Qd3,,-3.61,-1.22,Erreur
61,[31],,Bxg2+,0.0,-3.61,Gaffe
62,[32],Kxg2,,0.0,0.0,
63,[32],,Qa8+,1.32,-1.32,Erreur
64,[33],Kg1,,-0.01,-1.33,Erreur
65,[33],,Bg5,-1.22,1.21,Erreur
66,[34],Qe2+,,0.82,2.04,Erreur
67,[34],,Kh4,1.03,-0.21,
68,[35],Bf2+,,1.03,0.0,
69,[35],,Kh3,1.03,0.0,
70,[36],Be1,,1.56,0.53,
