Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.04,0.04,
1,[1],,d5,0.49,-0.45,
2,[2],Nf3,,0.17,-0.32,
3,[2],,c6,1.22,-1.05,Erreur
4,[3],Bf4,,0.66,-0.56,
5,[3],,Bf5,1.06,-0.4,
6,[4],e3,,0.7,-0.36,
7,[4],,Qb6,0.95,-0.25,
8,[5],Bd3,,-1.54,-2.49,Erreur
9,[5],,Bxd3,0.56,-2.1,Erreur
10,[6],Qxd3,,-3.7,-4.26,Gaffe
11,[6],,Qxb2,-4.11,0.41,
12,[7],O-O,,-4.25,-0.14,
13,[7],,e6,1.27,-5.52,Gaffe
14,[8],c4,,-3.91,-5.18,Gaffe
15,[8],,Nf6,0.94,-4.85,Gaffe
16,[9],Nbd2,,0.22,-0.72,
17,[9],,Qb6,2.6,-2.38,Erreur
18,[10],Rfb1,,1.31,-1.29,Erreur
19,[10],,Qa6,1.34,-0.03,
20,[11],Qb3,,1.2,-0.14,
21,[11],,b6,1.78,-0.58,
22,[12],a4,,0.35,-1.43,Erreur
23,[12],,Qa5,2.18,-1.83,Erreur
24,[13],Qc2,,0.73,-1.45,Erreur
25,[13],,dxc4,10.11,-9.38,Gaffe
26,[14],e4,,-0.29,-10.4,Gaffe
27,[14],,c3,8.85,-9.14,Gaffe
28,[15],Nc4,,0.29,-8.56,Gaffe
29,[15],,Qa6,0.43,-0.14,
30,[16],Qxc3,,-6.68,-7.11,Gaffe
31,[16],,Be7,3.35,-10.03,Gaffe
32,[17],Ncd2,,1.38,-1.97,Erreur
33,[17],,O-O,2.79,-1.41,Erreur
34,[18],Bxb8,,1.93,-0.86,
35,[18],,Raxb8,2.65,-0.72,
36,[19],Qxc6,,-4.17,-6.82,Gaffe
37,[19],,Rfc8,1.17,-5.34,Gaffe
38,[20],Qb5,,-0.96,-2.13,Erreur
39,[20],,Qb7,0.22,-1.18,Erreur
40,[21],Qd3,,0.13,-0.09,
41,[21],,Rc7,2.32,-2.19,Erreur
42,[22],Rc1,,0.17,-2.15,Erreur
43,[22],,Rbc8,-0.12,0.29,
44,[23],Rxc7,,2.03,2.15,Erreur
45,[23],,Rxc7,2.13,-0.1,
46,[24],h3,,-0.01,-2.14,Erreur
47,[24],,Qc8,2.01,-2.02,Erreur
48,[25],Qb5,,0.01,-2.0,Erreur
49,[25],,h6,1.98,-1.97,Erreur
50,[26],g3,,-0.49,-2.47,Erreur
51,[26],,Rc2,-0.08,-0.41,
52,[27],Kg2,,-3.13,-3.05,Gaffe
53,[27],,Qc3,0.16,-3.29,Gaffe
54,[28],Rd1,,-4.8,-4.96,Gaffe
55,[28],,Qb4,0.4,-5.2,Gaffe
56,[29],Rb1,,0.29,-0.11,
57,[29],,Qc3,2.56,-2.27,Erreur
58,[30],Rd1,,-4.8,-7.36,Gaffe
59,[30],,Rb2,0.89,-5.69,Gaffe
