Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.22,0.22,
1,[1],,c5,0.96,-0.74,
2,[2],Nf3,,0.8,-0.16,
3,[2],,e6,0.77,0.03,
4,[3],Nc3,,0.95,0.18,
5,[3],,a6,0.97,-0.02,
6,[4],Be2,,0.79,-0.18,
7,[4],,Nc6,0.67,0.12,
8,[5],d4,,0.79,0.12,
9,[5],,cxd4,1.03,-0.24,
10,[6],Nxd4,,0.86,-0.17,
11,[6],,Qc7,0.99,-0.13,
12,[7],O-O,,-1.96,-2.95,Erreur
13,[7],,Nf6,0.76,-2.72,Erreur
14,[8],Be3,,0.82,0.06,
15,[8],,Be7,1.01,-0.19,
16,[9],f4,,0.63,-0.38,
17,[9],,d6,0.75,-0.12,
18,[10],Kh1,,0.26,-0.49,
19,[10],,O-O,0.29,-0.03,
20,[11],Qe1,,-1.62,-1.91,Erreur
21,[11],,Nxd4,0.16,-1.78,Erreur
22,[12],Bxd4,,-0.05,-0.21,
23,[12],,b5,0.44,-0.49,
24,[13],Qg3,,0.71,0.27,
25,[13],,Bb7,0.54,0.17,
26,[14],a3,,-0.04,-0.58,
27,[14],,Rad8,0.34,-0.38,
28,[15],Rae1,,-0.17,-0.51,
29,[15],,Rd7,0.56,-0.73,
30,[16],Bd3,,0.0,-0.56,
31,[16],,Qd8,0.18,-0.18,
32,[17],Qh3,,0.25,0.07,
33,[17],,g6,0.94,-0.69,
34,[18],f5,,0.68,-0.26,
35,[18],,e5,0.54,0.14,
36,[19],Be3,,0.67,0.13,
37,[19],,Re8,0.88,-0.21,
38,[20],fxg6,,0.47,-0.41,
39,[20],,hxg6,0.55,-0.08,
40,[21],Nd5,,-0.84,-1.39,Erreur
41,[21],,Nxd5,-1.4,0.56,
42,[22],Rxf7,,-3.89,-2.49,Erreur
43,[22],,Kxf7,1.75,-5.64,Gaffe
44,[23],Qh7+,,1.75,0.0,
45,[23],,Ke6,0.0,1.75,Erreur
46,[24],exd5+,,0.24,0.24,
47,[24],,Kxd5,0.29,-0.05,
48,[25],Be4+,,0.32,0.03,
49,[25],,Kxe4,0.08,0.24,
50,[26],Qf7,,-0.9,-0.98,
51,[26],,Bf6,0.0,-0.9,
52,[27],Bd2+,,0.0,0.0,
53,[27],,Kd4,-0.9,0.9,
54,[28],Be3+,,-0.9,0.0,
55,[28],,Ke4,0.0,-0.9,
56,[29],Qb3,,-0.9,-0.9,
57,[29],,Kf5,-1.34,0.44,
58,[30],Rf1+,,-1.34,0.0,
59,[30],,Kg4,-1.02,-0.32,
60,[31],Qd3,,-1.8,-0.78,
61,[31],,Bxg2+,0.0,-1.8,Erreur
62,[32],Kxg2,,-1.89,-1.89,Erreur
63,[32],,Qa8+,2.43,-4.32,Gaffe
64,[33],Kg1,,1.03,-1.4,Erreur
65,[33],,Bg5,0.31,0.72,
66,[34],Qe2+,,1.03,0.72,
67,[34],,Kh4,1.75,-0.72,
68,[35],Bf2+,,1.75,0.0,
69,[35],,Kh3,1.72,0.03,
70,[36],Be1,,1.9,0.18,
