Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.27,0.27,
1,[1],,d5,0.27,0.0,
2,[2],Nf3,,0.2,-0.07,
3,[2],,c6,0.5,-0.3,
4,[3],Bf4,,0.51,0.01,
5,[3],,Bf5,0.55,-0.04,
6,[4],e3,,0.41,-0.14,
7,[4],,Qb6,0.47,-0.06,
8,[5],Bd3,,0.65,0.18,
9,[5],,Bxd3,0.43,0.22,
10,[6],Qxd3,,-0.18,-0.61,
11,[6],,Qxb2,-0.06,-0.12,
12,[7],O-O,,0.19,0.25,
13,[7],,e6,1.28,-1.09,Erreur
14,[8],c4,,-0.93,-2.21,Erreur
15,[8],,Nf6,0.87,-1.8,Erreur
16,[9],Nbd2,,1.23,0.36,
17,[9],,Qb6,0.9,0.33,
18,[10],Rfb1,,0.56,-0.34,
19,[10],,Qa6,0.77,-0.21,
20,[11],Qb3,,0.59,-0.18,
21,[11],,b6,0.43,0.16,
22,[12],a4,,0.48,0.05,
23,[12],,Qa5,0.81,-0.33,
24,[13],Qc2,,0.55,-0.26,
25,[13],,dxc4,1.1,-0.55,
26,[14],e4,,0.92,-0.18,
27,[14],,c3,0.77,0.15,
28,[15],Nc4,,0.76,-0.01,
29,[15],,Qa6,1.06,-0.3,
30,[16],Qxc3,,0.81,-0.25,
31,[16],,Be7,0.96,-0.15,
32,[17],Ncd2,,0.25,-0.71,
33,[17],,O-O,0.03,0.22,
34,[18],Bxb8,,0.34,0.31,
35,[18],,Raxb8,0.07,0.27,
36,[19],Qxc6,,-0.05,-0.12,
37,[19],,Rfc8,0.0,-0.05,
38,[20],Qb5,,-0.04,-0.04,
39,[20],,Qb7,-0.18,0.14,
40,[21],Qd3,,-0.15,0.03,
41,[21],,Rc7,0.01,-0.16,
42,[22],Rc1,,-0.39,-0.4,
43,[22],,Rbc8,-0.55,0.16,
44,[23],Rxc7,,-0.72,-0.17,
45,[23],,Rxc7,-0.24,-0.48,
46,[24],h3,,-0.56,-0.32,
47,[24],,Qc8,-0.22,-0.34,
48,[25],Qb5,,-0.34,-0.12,
49,[25],,h6,-0.42,0.08,
50,[26],g3,,-0.43,-0.01,
51,[26],,Rc2,-0.61,0.18,
52,[27],Kg2,,-1.08,-0.47,
53,[27],,Qc3,-0.61,-0.47,
54,[28],Rd1,,-0.96,-0.35,
55,[28],,Qb4,0.02,-0.98,
56,[29],Rb1,,-0.18,-0.2,
57,[29],,Qc3,0.0,-0.18,
58,[30],Rd1,,-0.55,-0.55,
59,[30],,Rb2,-0.98,0.43,
60,[31],Qe5,,-3.12,-2.14,Erreur
61,[31],,Nd7,-0.86,-2.26,Erreur
62,[32],Qf4,,-1.46,-0.6,
63,[32],,g5,-1.02,-0.44,
64,[33],Qe3,,-1.1,-0.08,
65,[33],,Qxe3,-0.89,-0.21,
66,[34],fxe3,,-1.28,-0.39,
67,[34],,Bb4,-1.11,-0.17,
68,[35],Kf1,,-1.0,0.11,
69,[35],,Ra2,-1.08,0.08,
70,[36],e5,,-1.03,0.05,
71,[36],,f5,-0.94,-0.09,
72,[37],g4,,-0.84,0.1,
73,[37],,Kf8,-0.73,-0.11,
74,[38],Ke2,,-0.72,0.01,
75,[38],,Rxa4,-0.64,-0.08,
76,[39],Rc1,,-0.89,-0.25,
77,[39],,Ra2,-0.72,-0.17,
78,[40],Rc8+,,-0.72,0.0,
79,[40],,Ke7,-0.1,-0.62,
80,[41],Rh8,,0.0,0.1,
81,[41],,a5,0.04,-0.04,
82,[42],Rh7+,,0.0,-0.04,
83,[42],,Kd8,0.0,0.0,
84,[43],Rxh6,,0.04,0.04,
85,[43],,Nf8,-0.1,0.14,
86,[44],Kd3,,-0.32,-0.22,
87,[44],,b5,-0.33,0.01,
88,[45],Rh8,,-0.67,-0.34,
89,[45],,a4,0.0,-0.67,
90,[46],Rg8,,-0.86,-0.86,
91,[46],,a3,0.68,-1.54,Erreur
92,[47],gxf5,,0.34,-0.34,
93,[47],,exf5,0.49,-0.15,
94,[48],Rxg5,,0.77,0.28,
95,[48],,Ra1,0.35,0.42,
96,[49],Rg7,,0.0,-0.35,
97,[49],,Rc1,0.43,-0.43,
98,[50],Ra7,,0.26,-0.17,
99,[50],,Ne6,0.04,0.22,
100,[51],h4,,0.0,-0.04,
101,[51],,Rc3+,0.0,0.0,
102,[52],Ke2,,0.0,0.0,
103,[52],,f4,0.0,0.0,
104,[53],exf4,,0.08,0.08,
105,[53],,Nxf4+,0.0,0.08,
106,[54],Kd1,,0.0,0.0,
107,[54],,Kc8,-2.51,2.51,Erreur
108,[55],e6,,-1.32,1.19,Erreur
109,[55],,Kb8,-1.34,0.02,
110,[56],Ne4,,-6.15,-4.81,Gaffe
111,[56],,Rd3+,-6.04,-0.11,
112,[57],Kc2,,-6.29,-0.25,
113,[57],,Kxa7,-6.22,-0.07,
114,[58],Ne5,,-6.28,-0.06,
115,[58],,Re3,-6.86,0.58,
116,[59],Nc6+,,-6.63,0.23,
117,[59],,Kb6,-6.71,0.08,
118,[60],Nxb4,,-6.36,0.35,
119,[60],,Rxe4,-6.99,0.63,
120,[61],d5,,-17.77,-10.78,Gaffe
121,[61],,Nxe6,-8.14,-9.63,Gaffe
122,[62],dxe6,,-14.78,-6.64,Gaffe
123,[62],,Rxb4,-15.2,0.42,
