Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,-0.03,-0.03,
1,[1],,c5,1.36,-1.39,Erreur
2,[2],Nf3,,0.32,-1.04,Erreur
3,[2],,e6,1.37,-1.05,Erreur
4,[3],Nc3,,0.61,-0.76,
5,[3],,a6,1.82,-1.21,Erreur
6,[4],Be2,,0.55,-1.27,Erreur
7,[4],,Nc6,1.13,-0.58,
8,[5],d4,,0.84,-0.29,
9,[5],,cxd4,1.13,-0.29,
10,[6],Nxd4,,0.67,-0.46,
11,[6],,Qc7,1.78,-1.11,Erreur
12,[7],O-O,,1.3,-0.48,
13,[7],,Nf6,1.58,-0.28,
14,[8],Be3,,1.17,-0.41,
15,[8],,Be7,1.53,-0.36,
16,[9],f4,,0.91,-0.62,
17,[9],,d6,1.46,-0.55,
18,[10],Kh1,,0.73,-0.73,
19,[10],,O-O,0.76,-0.03,
20,[11],Qe1,,0.26,-0.5,
21,[11],,Nxd4,0.62,-0.36,
22,[12],Bxd4,,0.14,-0.48,
23,[12],,b5,0.53,-0.39,
24,[13],Qg3,,0.18,-0.35,
25,[13],,Bb7,0.23,-0.05,
26,[14],a3,,0.12,-0.11,
27,[14],,Rad8,0.3,-0.18,
28,[15],Rae1,,0.17,-0.13,
29,[15],,Rd7,0.32,-0.15,
30,[16],Bd3,,-0.01,-0.33,
31,[16],,Qd8,0.24,-0.25,
32,[17],Qh3,,-0.12,-0.36,
33,[17],,g6,0.23,-0.35,
34,[18],f5,,-0.29,-0.52,
35,[18],,e5,0.13,-0.42,
36,[19],Be3,,0.36,0.23,
37,[19],,Re8,0.65,-0.29,
38,[20],fxg6,,0.65,0.0,
39,[20],,hxg6,1.26,-0.61,
40,[21],Nd5,,0.18,-1.08,Erreur
41,[21],,Nxd5,0.18,0.0,
42,[22],Rxf7,,-0.83,-1.01,Erreur
43,[22],,Kxf7,-0.83,0.0,
44,[23],Qh7+,,-0.83,0.0,
45,[23],,Ke6,-0.72,-0.11,
46,[24],exd5+,,-0.87,-0.15,
47,[24],,Kxd5,0.76,-1.63,Erreur
48,[25],Be4+,,-3.59,-4.35,Gaffe
49,[25],,Kxe4,-0.94,-2.65,Erreur
50,[26],Qf7,,-5.4,-4.46,Gaffe
51,[26],,Bf6,-2.39,-3.01,Gaffe
52,[27],Bd2+,,-4.15,-1.76,Erreur
53,[27],,Kd4,-4.15,0.0,
54,[28],Be3+,,-5.4,-1.25,Erreur
55,[28],,Ke4,-2.39,-3.01,Gaffe
56,[29],Qb3,,-6.63,-4.24,Gaffe
57,[29],,Kf5,-5.48,-1.15,Erreur
58,[30],Rf1+,,-6.63,-1.15,Erreur
59,[30],,Kg4,-4.73,-1.9,Erreur
60,[31],Qd3,,-5.15,-0.42,
61,[31],,Bxg2+,-2.37,-2.78,Erreur
62,[32],Kxg2,,-2.93,-0.56,
63,[32],,Qa8+,-2.26,-0.67,
64,[33],Kg1,,-2.39,-0.13,
65,[33],,Bg5,-1.15,-1.24,Erreur
66,[34],Qe2+,,-2.98,-1.83,Erreur
67,[34],,Kh4,-2.41,-0.57,
68,[35],Bf2+,,-2.41,0.0,
69,[35],,Kh3,-2.41,0.0,
70,[36],Be1,,-3.6,-1.19,Erreur
