Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.06,0.06,
1,[1],,d5,0.64,-0.58,
2,[2],Nf3,,0.06,-0.58,
3,[2],,c6,0.93,-0.87,
4,[3],Bf4,,0.34,-0.59,
5,[3],,Bf5,1.11,-0.77,
6,[4],e3,,0.38,-0.73,
7,[4],,Qb6,0.77,-0.39,
8,[5],Bd3,,0.38,-0.39,
9,[5],,Bxd3,0.38,0.0,
10,[6],Qxd3,,0.38,0.0,
11,[6],,Qxb2,-1.95,2.33,Erreur
12,[7],O-O,,-3.59,-1.64,Erreur
13,[7],,e6,1.17,-4.76,Gaffe
14,[8],c4,,-3.85,-5.02,Gaffe
15,[8],,Nf6,0.87,-4.72,Gaffe
16,[9],Nbd2,,0.22,-0.65,
17,[9],,Qb6,1.68,-1.46,Erreur
18,[10],Rfb1,,0.84,-0.84,
19,[10],,Qa6,1.34,-0.5,
20,[11],Qb3,,1.26,-0.08,
21,[11],,b6,1.5,-0.24,
22,[12],a4,,0.68,-0.82,
23,[12],,Qa5,1.59,-0.91,
24,[13],Qc2,,0.61,-0.98,
25,[13],,dxc4,1.67,-1.06,Erreur
26,[14],e4,,-0.11,-1.78,Erreur
27,[14],,c3,0.4,-0.51,
28,[15],Nc4,,0.23,-0.17,
29,[15],,Qa6,0.43,-0.2,
30,[16],Qxc3,,0.11,-0.32,
31,[16],,Be7,1.74,-1.63,Erreur
32,[17],Ncd2,,0.77,-0.97,
33,[17],,O-O,0.81,-0.04,
34,[18],Bxb8,,0.1,-0.71,
35,[18],,Raxb8,0.1,0.0,
36,[19],Qxc6,,-0.18,-0.28,
37,[19],,Rfc8,0.1,-0.28,
38,[20],Qb5,,-0.09,-0.19,
39,[20],,Qb7,0.05,-0.14,
40,[21],Qd3,,-0.15,-0.2,
41,[21],,Rc7,0.13,-0.28,
42,[22],Rc1,,-0.13,-0.26,
43,[22],,Rbc8,-0.22,0.09,
44,[23],Rxc7,,-0.29,-0.07,
45,[23],,Rxc7,0.02,-0.31,
46,[24],h3,,-0.32,-0.34,
47,[24],,Qc8,0.17,-0.49,
48,[25],Qb5,,-0.37,-0.54,
49,[25],,h6,0.01,-0.38,
50,[26],g3,,-0.58,-0.59,
51,[26],,Rc2,-0.33,-0.25,
52,[27],Kg2,,-0.77,-0.44,
53,[27],,Qc3,-0.73,-0.04,
54,[28],Rd1,,-0.71,0.02,
55,[28],,Qb4,-0.2,-0.51,
56,[29],Rb1,,-0.48,-0.28,
57,[29],,Qc3,-0.31,-0.17,
58,[30],Rd1,,-0.71,-0.4,
59,[30],,Rb2,-0.28,-0.43,
60,[31],Qe5,,-0.48,-0.2,
61,[31],,Nd7,-0.35,-0.13,
62,[32],Qf4,,-0.67,-0.32,
63,[32],,g5,-0.36,-0.31,
64,[33],Qe3,,-0.48,-0.12,
65,[33],,Qxe3,-0.48,0.0,
66,[34],fxe3,,-0.65,-0.17,
67,[34],,Bb4,-0.43,-0.22,
68,[35],Kf1,,-0.91,-0.48,
69,[35],,Ra2,-1.08,0.17,
70,[36],e5,,-1.16,-0.08,
71,[36],,f5,-0.72,-0.44,
72,[37],g4,,-1.18,-0.46,
73,[37],,Kf8,-0.26,-0.92,
74,[38],Ke2,,-0.73,-0.47,
75,[38],,Rxa4,-0.13,-0.6,
76,[39],Rc1,,-0.66,-0.53,
77,[39],,Ra2,-0.53,-0.13,
78,[40],Rc8+,,-1.24,-0.71,
79,[40],,Ke7,-0.98,-0.26,
80,[41],Rh8,,-0.98,0.0,
81,[41],,a5,-0.07,-0.91,
82,[42],Rh7+,,-0.11,-0.04,
83,[42],,Kd8,-0.11,0.0,
84,[43],Rxh6,,-0.46,-0.35,
85,[43],,Nf8,1.01,-1.47,Erreur
86,[44],Kd3,,-0.22,-1.23,Erreur
87,[44],,b5,0.27,-0.49,
88,[45],Rh8,,-0.45,-0.72,
89,[45],,a4,0.1,-0.55,
90,[46],Rg8,,-0.43,-0.53,
91,[46],,a3,1.73,-2.16,Erreur
92,[47],gxf5,,1.73,0.0,
93,[47],,exf5,1.73,0.0,
94,[48],Rxg5,,1.45,-0.28,
95,[48],,Ra1,1.56,-0.11,
96,[49],Rg7,,-0.17,-1.73,Erreur
97,[49],,Rc1,0.96,-1.13,Erreur
98,[50],Ra7,,0.72,-0.24,
99,[50],,Ne6,1.17,-0.45,
100,[51],h4,,0.55,-0.62,
101,[51],,Rc3+,1.03,-0.48,
102,[52],Ke2,,0.36,-0.67,
103,[52],,f4,0.75,-0.39,
104,[53],exf4,,0.44,-0.31,
105,[53],,Nxf4+,0.44,0.0,
106,[54],Kd1,,-0.12,-0.56,
107,[54],,Kc8,0.75,-0.87,
108,[55],e6,,-0.54,-1.29,Erreur
109,[55],,Kb8,1.67,-2.21,Erreur
110,[56],Ne4,,-5.28,-6.95,Gaffe
111,[56],,Rd3+,-5.28,0.0,
112,[57],Kc2,,-5.28,0.0,
113,[57],,Kxa7,-5.71,0.43,
114,[58],Ne5,,-5.22,0.49,
115,[58],,Re3,-4.49,-0.73,
116,[59],Nc6+,,-5.39,-0.9,
117,[59],,Kb6,-5.39,0.0,
118,[60],Nxb4,,-5.39,0.0,
119,[60],,Rxe4,-6.03,0.64,
120,[61],d5,,-7.83,-1.8,Erreur
121,[61],,Nxe6,-5.39,-2.44,Erreur
122,[62],dxe6,,-6.0,-0.61,
123,[62],,Rxb4,-5.14,-0.86,
