idGame;d1/d2;d2/d3;d3/d4;d4/d5;d5/d6;d6/d7;d7/d8;d8/d9;d9/d10;d10/d11;d11/d12;d12/d3;d13/d14;d14/d15;d15/d16;d16/d17;d17/d18;d18/d19;d19/d20
6662;2710749;440018;1126934;1530806;382551;545905;612450;41206;19707;26256;19415;10948;13614;13029;4070;5063;3811;9948;4710
1543;4182333;765432;597247;957137;1169725;1442537;634318;61268;65003;48634;40687;39360;42131;18523;13228;8244;6651;8139;7874
6663;1614687;130677;291667;1408651;1543021;614098;654389;762213;624460;357438;183613;217342;7117091;11057414;39376;481965;5189729;140378;3920162
8711;2437155;862481;587604;875097;1793495;414888;575208;213905;17494;50705;103157;47441;8776607;320595;7318;7539212;253497;606982;2476
1549;2648190;317538;857605;680483;568110;1844406;462767;22046;13370;12334;4403;4439;2803;3402;2707;2973;1757;1980;2953
5646;437381;12847;220036;221195;250434;17639;393891;15053;6311;7320;6142;6568;1952;1836;1695;1836;1396;1004;1188
8721;1525966;524662;1153595;1326131;1099251;299746;325690;396983;177021;220104;137413;71126;59526;22701;28295;37427;37199;48195;23689
8722;417872;84521;152530;233579;570397;323498;178665;100796;138862;12702;14359;3774;3646;3219;2273;2715;2462;2679;2042
8730;1205534;442717;144019;287881;369889;291366;291859;82328;80767;37974;51244;51210;35298;55510;38388;21494;14349;17275;9071
1567;880457;582137;477103;682983;744911;221154;138877;149796;100104;51851;21705;21322;13229;19853;8379;6563;5268;7515;5697
1568;1045997;262297;384447;314960;562108;563025;271443;61391;34360;8988;8486;11306;5212;5025;2682;2828;2430;2698;2936
1573;1722225;99600;344743;343604;254985;846261;545945;586232;11992;49655;3323;3935;4028;1453;1800;1779;1652;1456;1964
4645;5904951;1524795;1681725;3152592;1573600;538413;3172793;1001348;1263688;1455130;163706;175891;16005798;99392;794824;8735626;1736489;3435009;35423
4646;110189;56365;106812;170518;237001;133598;66085;57047;81399;18389;11128;5446;7790;4597;5316;4882;5813;3223;2473
1579;1390179;595383;685457;830426;546296;1259647;916447;481183;797436;275900;178470;24390;68049;9458;9755;19068;7159;8496;11943
4655;3234358;950684;1338903;1278142;1109323;321628;393691;264481;206581;55775;99759;347851;176257;1702612;8510798;4913472;6653934;562253;7173355
4656;1445817;703666;692831;1698501;995769;221301;354211;325813;282015;99217;105598;66338;65128;15143;38798;27891;13957;16903;14755
1585;2343845;1002702;779916;787263;1152746;1862248;865431;515035;70568;72423;52084;46257;15164704;29754;17021;17431;13184;11888;24811
4657;17183575;1247010;27113033;864563;16337074;31567738;15735687;569533;105290;54945;39637;42727;15545;826946;826799;827644;844027;27960;10444
1591;964241;374804;345367;524055;1345527;246106;557382;83912;105197;71616;12574;23837;17333;20550;15475;10614;8687;5382;6132
4665;1951104;441169;927539;1340465;1698692;715568;318361;245274;88054;79965;67708;33123;58814;22681;17568;76029;38078;48368;17188
4666;3442369;2526952;578669;922199;790217;315785;131684;269533;100313;43491;81216;39024;55568;2804065;4667197;5836705;10084496;94440;153589
4667;1865926;473821;974065;1058297;966213;437462;1963981;84576;50388;24364;17432;16160;13693;9865;10890;16333;9282;9643;6147
1597;80534949;40511775;39520560;892108;2527458;2331719;294195;520008;112066;118522;50022;37821;42507;52060;39347;28581;35601;28702;18690
5695;882155;492003;332643;996307;511138;977223;928028;292993;254212;50405;45379;28684;47883;26158;14252;19799;30319;13280;11877
576;66820;38548;122706;107674;92398;52144;12333;13416;6590;20606;4155;4812;2186;1924;1681;5221;1533;978;1867
1603;525589;511629;163426;249787;58742;15784;16791;11649;4053;8067;1676;1355;580;692;770;853;179;750;537
4675;2937157;547672;1506826;1439344;2629420;880599;671989;188413;90011;40880;48275;41243;26709;19440;14150;22951;9831;9867;10743
4676;1286836;1530768;1802211;615079;396510;196540;218273;407408;131046;264573;209334;101228;179260;272165;29596;20804;31158;111823;43482
4677;1428270;223799;163615;263157;701157;571872;734634;109561;35414;32736;13176;17374;17492;20472;7849;4049;4748;3323;4053
1609;1462844;3757;405869;21570;591735;278787;16422;2331;2934;1377;1196;1447;1439;872;690;555;666;440;520
4685;130385;246545;97334;149742;102855;87629;234511;113047;153563;19457;6148;5270;8092;23669;3384;5484;2362;1853;2465
4686;2058446;1240835;719664;981182;967820;666414;928784;519622;668080;255795;35872;18712;14348;55322;71026;34436;14666;9878;6912
4687;65984226;44303712;22756504;644077;1669824;769675;912773;291555;91710;782665;773524;23793;18516;19289;14660;23254;39219;11781753;26395
4688;1397837;886677;659774;1804141;1511058;1196040;2380330;784896;64097;68402;53022;15044;10073;14719;8424;8497;9754;3220;3704
4689;2329039;618606;2062385;1464650;1677768;1854213;2187536;183927;129634;95305;56609;49359;44428;36498;23750;39084;25844;21429;19635
4690;1975925;101832;384433;897783;238703;779147;877923;168100;46298;93693;39957;32831;19799;16265;34869;9618;20042;14513;22590
4691;2211312;172333;445811;917808;537918;291620;1576862;75148;96457;68603;35655;25384;22601;9343;20051;11066;14261;11458;6387
4692;2573846;567387;806351;1081164;1363880;815326;305027;239837;118029;75371;39266;33881;23131;13578;19175;14985;14954;10144;8881
1621;287537;162350;108720;232827;209961;32842;20541;15465;15206;12043;5942;5047;7076;4849;1812;2462;3604;1698;2042
4693;1967486;330512;599893;1682859;2856868;351713;702620;949052;59330;85913;123281;12889;30227;21015;9340;10410;6069;4406;8232
1622;1428081;406839;1458471;2546951;922289;1027821;1063784;592863;156572;169266;121415;299490;16262303;175714;35491;33888;12196221;30686;20170
4694;803215;603844;879226;1068039;1041725;582195;357501;180572;43159;56293;15274;19966;22810;10545;11013;14969;10184;15944;15173
1623;1115318;371409;565287;968733;370459;822372;976373;62879;674158;15799;17899;12001;6995;7717;5684;4405;5845;3991;3245
4695;1750500;889020;229630;1009011;402007;220981;119511;54593;22207;11281;26323;12627;10650;4485;5139;5064;4278;4998;3179
1624;1929174;414254;541622;1919865;975722;1559133;65156;221995;29133;33520;12091;13974;20002;11240;10182;6114;6768;5894;4814
4696;505737;270045;354616;298958;676279;84226;48547;72133;114247;46408;64004;18484;35304;16769;6579;10763;7733;8824;5627
1625;244480;121200;73080;176526;45930;21014;19898;13126;4543;4654;3145;1625;1886;1366;1524;1451;1185;1178;1415
4697;245866;252093;172572;417068;300978;320613;75215;101654;46251;25269;227734;131952;117130;37905;238399;279668;52576;2221465;5831255
1626;1267571;1267180;1598381;811361;1207764;246060;992497;160381;51694;28150;16374;24829;14334;15599;13400;15497;11274;11537;12898
4698;1645572;412009;521064;1095503;942312;480337;209438;129338;89290;58759;134345;29705;32572;14096;13902;12828;12147;7366;5636
6746;2674505;621659;1044016;896414;2056607;1987107;923929;221054;47554;34035;13072;16676;14290;55241;41283;7585;6213;4555;6530
1627;1183849;341599;765836;635111;364349;135285;52006;48482;37020;19697;13932;11516;11888;11736;5463;6472;3050;8056;5226
4699;1027639;380685;88027;634053;692844;523132;807465;843340;24170;24826;15547;12485;8599;5605;5800;5853;4407;4238;3587
1628;952297;256429;858460;651637;790542;425345;407847;36653;29824;37844;14328;16373;6711;7980;5852;4197;5612;3192;3131
4700;2698733;1202298;517777;1066745;1150684;456167;518156;159752;124252;43527;36505;87656;20429;35383;37758;28906;35646;138597;121236
1629;988885;765504;299057;825355;1221458;1085292;105837;60450;34021;44961;23685;19560;13783;8456;7301;8545;6258;7781;5929
1630;2672491;618095;737392;422437;582479;961029;1517652;677802;35410;18821;17567;12248;8686;7188;9922;6662;3518;6753;3868
1631;2105996;2354670;573718;1244022;1094856;1096020;269878;214877;77752;50128;40288;26910;19868;30402;35938;19314;7228;14028;12733
1632;2549250;1394344;2658081;853812;1407535;582067;755937;663615;165301;65710;103960;20358;19434;27997;9874;46953;11863;6043;4900
1633;2329686;426965;586683;1069085;1279908;916919;331646;358807;153452;117046;66529;492819;8895780;186002;475039;13592610;336969;988280;44175
611;1015080;179725;369206;642821;770748;310548;168680;205359;43679;17186;17460;7407;4915;5958;4898;5114;5127;4674;3408
7779;1968597;1313966;974742;765379;2568137;4968038;1212435;288004;967025;57046;10861503;32372;48763;150212;8930031;33494876;222753;202299;8373400
7781;3393865;1566228;1905615;2428193;1527048;344418;581191;298813;138264;85333;61546;117063;229563;7159317;112880;1768134;596811;9296758;157406
