idGame;d1/d2;d2/d3;d3/d4;d4/d5;d5/d6;d6/d7;d7/d8;d8/d9;d9/d10;d10/d11;d11/d12;d12/d3;d13/d14;d14/d15;d15/d16;d16/d17;d17/d18;d18/d19;d19/d20
8297;1054941;80449;402608;157030;454431;769212;20325;22304;15327;9532;4654;12126;4339;3689;3026;2110;2324;1224;1797
5231;782685;155514;216335;536037;129994;51817;23463;20112;20466;6745;5420;3304;2587;2892;2811;2004;2435;2250;2172
8306;2311417;539781;946791;1090984;798670;1630284;365972;601466;38330;26700;18830;20382;10603;13266;9661;8586;10118;11230;9829
8307;182560;80636;238528;372267;491559;152320;76835;42606;13852;4986;7330;5015;2608;2292;1249;947;729;1631;1322
6260;684303;284790;565968;320155;123752;149928;30595;38855;16942;17615;16375;8579;5183;5601;6936;3675;6975;5316;10194
8308;1183985;507096;311387;380943;609537;264618;288179;86567;89022;19375;51562;52195;16362;90199;70091;122311;26637;59478;132993
6261;389893;748050;254820;279514;738459;141755;38432;82200;31075;15645;8702;11895;13462;7792;7820;8537;4643;6862;2991
2166;3773232;231399;520161;338872;827750;979786;2869898;1322372;195587;21444;38507;144549;13401;9970;10485;4983;10229;6698;9474
6262;777039;600600;445175;344962;720414;632890;143313;14755262;37873;72008;14593569;26412204;14499530;21209;12366;15229;12782002;9688;12678938
2167;585390;267712;269680;717143;841394;355468;244502;97703;20588;11447;11299;7709;7240;6426;4556;4992;2598;2519;3787
4215;1184911;615999;1604596;2133553;743893;690901;165001;156002;72286;38076;41187;36674;18669;13777;12423;10152;10773;11242;9307
4216;1348115;667717;534706;941718;843973;1234183;253276;322141;67110;18903;34230;44505;58206;19580;35010;38681;6838;7756;12005
6264;3896203;852480;342015;1531068;1825529;1835902;1173450;119942;60911;53044;57065;16992;13699;15217;9025;41070;9224;29695;10286
6265;1477464;334235;269554;317996;425989;126177;711316;41476;27023;15622;31667;9624;11353;12743;8361;9667;10292;6738;4482
6266;312961;371977;533638;410829;339331;255515;191047;129718;95128;35457;41880;22923;19839;12974;9910;8652;25301;78999;9610
8316;502960;114063;470356;325658;628160;185790;177923;593093;8020;9811;4508;2903;3545;2781;2648;1969;3145;2143;1650
4227;588937;392662;179954;508660;152180;138662;38337;29102;19705;14606;6491;7240;8603;2995;5025;5531;3144;3632;3581
4228;702063;288789;362216;502751;691788;339720;471156;73716;43734;20915;50629;10302;8651;9775;7211;3561;3709;2481;3790
5253;1588837;598592;324295;1095121;712186;476967;146059;33641;14035;13001;6841;2816;3003;2970;3659;3668;2200;1879;1687
8326;1139925;244075;448515;344149;369598;215068;605407;25014;17349;7778;7859;4691;4097;4899;4804;3513;4451;4277;5000
8327;3696319;354170;372817;829790;1728936;1015588;1556320;36492;10659;11551;11171;2670;4378;1317;2359;1100;1332;907;1205
6286;22402;135647;85460;10028;56474;10018;4160;1633;3998;1335;1623;1272;1082;1419;2335;2142;660;924;774
6287;2143421;1393544;1007276;780417;1324980;257211;989915;128469;73615;31521;35192;15331951;46733444;14805;11831;12746;10509;6121;7003
6288;281265;101688;526159;671762;325835;135245;94915;215750;131277;309693;60041;365439;624253;337271;8962553;5853493;13592777;15475639;22217609
8336;1722816;735888;1574000;1030410;622296;1845770;146742;164218;188679;54291;39848;27935;62554;24471;24062;34189;19945;9981;7400
6289;1271242;203970;548087;854982;722558;299791;170639;377258;13583;9652;6243;4316;3383;3580;2854;1727;2374;2210;1766
8337;1816217;1653795;200051;504029;355466;727974;227433;56772;125019;11635;12702;6320;6325;5657;3526;4761;4681;3061;4147
8338;505156;151515;36725;148284;182966;101171;55882;26236;18406;15805;22967;7264;3060;1269;2398;1761;1294;980;1092
153;1681557;414388;319463;1245204;394930;269418;145969;136894;51356;25321;19574;15306;14268;20320;11031;15026;8014;12556;7509
8346;729764;73023;212666;262668;243286;186382;39759;15715;22401;6205;5402;5764;2689;3328;13248;2505;7515;3171;3959
8347;3377611;43820;436900;378894;2704355;516007;2187758;78173;116040;16236;28608;10855;17117;16794;10356;10569;8797;11228;3931
8354;995737;391794;242679;486523;831512;604136;863635;527423;68092;50929;35513;20435;13949;67561;26121;9155;3841;4918;4313
1187;2594653;106587;556503;640154;438386;360033;1698814;26428;12761;3092;5193;3074;1609;1990;1780;3018;1209;1454;1836
6308;668908;35253;22648;15127;590091;8266;5314;5336;5964;1145;843;770;561;807;799;372;616;827;332
6309;1019382;78534;256804;836861;745775;121433;262524;30100;15744;36428;15223;106733;33892;23921;11464;5489;5938;6115;3624
6310;4310161;330276;2325078;5814829;1000302;3745743;563238;737243;1228813;16032479;15187985;562125;645533;9826829;28203089;10247981;294443;849957;1601131
6311;383109;52434;87712;215409;86633;44631;42592;27462;19626;8590;12368;5995;3007;3176;3172;2893;2732;3133;2906
6312;2808384;663910;567264;1202671;1190389;1648472;439609;506585;589282;310964;292438;9556876;11384135;10289;379675;966631;131635;13064;1205261
6313;7433225;3630829;2382811;5125272;3668283;3512667;2198224;609339;205701;56914;102848;47796;74840;40497;32619;23132;22691;22689;20112
8364;702452;181244;323408;402082;293370;280178;344650;141477;26881;21309;14397;12446;5445;3432;3749;10909;3046;4711;6208
4269;1587307;73024;562325;803229;49728;16002;10176;9008;7276;3299;5127;1865;1906;1714;1788;2201;1477;1034;3192
4270;337863;157499;116790;101969;108980;222188;26046;13499;6155;6132;4718;2348;2278;2534;2185;1343;1543;1579;1353
4275;1970979;876518;1370540;2637109;887027;1424776;700333;387750;69609;32675;27008;19818;17547;22697;26752;12840;13142;6688;14927
4276;596158;558360;258108;245441;148683;197374;86854;86872;16604;12256;6594;5656;4621;5592;4782;3201;3101;3142;3697
8374;180794;66258;157487;108271;436555;68829;279559;254539;189134;10472;10360;3834;2127;1744;1547;1642;1645;860;1587
3255;887629;401136;672839;1901794;1431239;277094;1087344;494845;107627;40839;12378;17259;10221;5843;11166;10755;5371;7452;4322
1209;1382396;425527;2048775;3330872;730104;716536;305190;153844;131445;111585;45186;83628;27014;35153;28131;19191;14844;15156;17732
1210;1280544;108549;556565;581729;478145;222833;425157;141924;30463;24593;11473;8541;10922;7981;9525;5228;5370;2798;5235
4283;1303090;153027;226412;763542;601576;277391;368543;89157;24576;32184;16235;11616;11127;9593;11250;7813;5014;4439;4353
6331;285703;13694;29163;144401;298849;133382;74162;6061;13998;2518;4379;2498;1554;2651;2622;1381;776;542;1475
6332;783895;100933;1029165;1856083;638876;732463;616126;283466;30385;12865;13730;14375;6719;3696;3666;4403;4982;3341;2653
3261;963664;579375;876754;965085;644952;414840;254433;304032;9989467;16503090;14770027;9037628;14061605;7500007;4205327;7744035;909123;1695452;867088
6333;598962;136444;127659;917547;230425;532545;244214;19277;18419;7659;6468;10583;5865;4931;4467;3380;2357;2704;2765
6334;2599595;828139;1597409;2419024;1340344;401395;181473;107578;98365;39361;50607;23399;45263;15491;22204;22036;13921;9230;21937
4287;1085999;425170;241534;296933;1103641;59207;28841;31562;7906;3956;3659;2900;2837;2393;2019;3074;1073;1686;2139
6335;221920;175148;12405;24956;20105;63182;10955;13105;4395;3460;1503;1331;532;1393;804;667;880;858;855
4288;660500;154369;423247;515004;395287;84557;30910;34617;16948;5951;9833;4180;2410;2375;1142;1005;834;1190;1443
6336;526468;77104;762727;624880;242398;215465;54231;29883;24476;14506;8606;6955;3706;4591;5925;4862;5648;2263;3762
8384;1837185;320068;768233;579459;968188;1605130;1221957;167655;41283;173668;31390;14602;37207;5620;8336;17525;5244;4118;4756
6337;1241191;988693;1279879;992497;1816359;893384;391298;260284;392525;341868;19825377;61043;36202;41227;23934;24001;33902;63053;29539
3270;2142250;54669;225534;435708;637738;631849;391168;55100;23666;11842;8797;8589;3719;6855;4799;4706;4144;3488;2989
1225;905915;39654;556000;427885;60776;507615;130015;72292;17776;14598;18009;11232;7221;8189;6433;6928;7693;5635;5679
8393;1925389;617673;471322;1220682;461339;243768;81891;33080;27102;22512;15273;14732;12201;10212;6950;6357;6390;5637;7199
8394;2244527;763273;1406181;2279151;2707758;1899975;1214609;228585;422656;64564;73363;199419;33652;45695;39442;97503;1156664;15457946;8496965
1234;9289286;1846481;3785643;4650706;1254080;618709;1046932;890310;805960;198475;627740;171518;44449;42923;35842;24206;19195;13609;29405
3283;1204549;641145;386443;1232282;1593388;608046;943277;865486;401114;177173;90047;15761176;15323614;79500;21200;106197;25570;43926;297235
6355;315006;249255;262381;562189;409648;493862;411064;111291;94988;14759;9811;6328;10646;5182;2752;3503;3204;3665;1822
8403;2908708;996045;1136774;2391445;394322;1197482;782828;50925;32010;14794;13343;11639;6974;7251;6757;9015;4148;8241;4709
6356;31436;16804;6827;341946;317769;17355;15127;10692;4933;4469;2467;2190;3019;1005;3653;2421;1327;1018;1181
6357;3527433;1337206;409629;3337339;637337;446467;683187;198833;39350;11051;11567;7151;7045;6839;3948;3530;2886;3439;4114
3286;481166;306567;105863;335358;190070;90858;135854;124912;16324;13964;16849;9801;19512;12633;3657;3417;3325;4326;3893
6358;303316;132683;217639;240866;315200;52526;33401;24345;12418;11587;3666;2974;2288;4225;1751;2035;988;1243;1327
6359;1961730;1101580;1599241;598386;1640938;980604;1461231;940630;263242;74344;23890;14501;28638;19318;34366;19197;12730;16286;7976
6360;515943;93379;192765;519137;376069;300942;75609;49652;55631;23807;18558;7511;7355;6070;6557;4506;4615;5365;3834
6361;1400342;325466;360764;953651;535336;139830;155867;51614;28696;16285;9351;7073;5909;10517;6008;3453;5118;3319;3649
8411;903731;91439;582394;2053141;422757;31009;22289;90727;9159;5884;3817;7206;3317;2893;1622;1638;2019;1306;2368
8412;744755;627878;247954;218766;333297;151395;232430;112617;16550;4005;4221;2205;3076;3045;3198;1393;2577;2445;1570
8421;1005109;15670;216384;350698;330952;190594;901758;18605;4788;5194;4392;3148;4993;2555;1553;1573;1940;2362;923
8422;2747767;25881;407562;130410;1003992;1224564;9632;758256;8416;3069;1196;1557;1652;758;756;533;1130;699;705
6375;574021;664772;636447;257128;432660;78843;47269;15490;10054;9430;6957;3697;3317;5964;1796;2105;3042;3113;3112
4333;1023305;400920;208490;501847;407701;585984;185928;286112;75974;96023;37503;34864;30639;12941;14328;12058;13139;12760;6781
4334;4354091;269634;1351171;2581184;884929;942221;568254;277691;92931;85348;71890;88900;58521;159346;31008;127384;101829;148235;21836
8431;2750121;263826;992168;2145748;1001271;1201023;530689;130893;33354;33077;20334;16886;11019;8644;10312;8331;12198;7013;7870
4339;685770;60474;383702;659506;472203;205131;64430;396290;15371;6190;14061;4544;3951;3737;3603;1580;9506;3067;2336
8441;4021240;3369544;2793445;1844875;1040132;757478;105468;153659;44377;27439;44488;47503;12172;20267;14826;43386;27168;8237;17544
4349;465070;90033;178523;189126;482290;147108;72973;210160;39111;23002;13712;8771;10184;3965;4793;3839;3365;4383;4863
4350;1791532;296269;54195;187053;336892;629952;128806;12882;9475;4961;4275;3125;2232;1924;2836;2273;2042;2011;1421
8451;10449;5288;5904;4443;13856;6333;3837;3788;2819;2111;2174;1337;827;1314;1074;681;1088;712;711
8452;543657;97442;515683;375107;267929;127378;111109;121473;47386;24467;10208;8280;11978;6561;6203;5787;2502;4131;1763
4359;1551618;274124;285711;1130775;512465;1200212;980249;142113;129706;27665;29899;13425;11824;9970;6085;3556;4438;3906;3697
6407;2566103;617205;1302401;551258;329036;211268;1975457;56727;34435;19413;14971;10286;10774;7185;3802;4167;3686;3533;4656
6408;760932;255088;466753;769946;370450;140484;184011;43589;25247;19618;13356;6896;7277;6875;8314;7573;4001;4176;14240
6409;420659;178546;274075;391909;152411;173518;58929;21872;12950;7873;7194;6742;5567;3208;2779;2383;3085;2577;2009
2316;2505200;396048;786310;943668;1058982;1382027;506548;150425;82749;41365;41575;18949;15720;13709;9451;11923;8546;10697;9142
6412;448392;139986;140380;371752;356719;397140;82093;67338;26072;19024;13044;9295;6036;7396;4229;4946;5134;4013;4316
8461;549196;39335;854563;310007;397761;762399;1683450;5668;6198;1386;1145;1251;1035;1524;984;857;1036;626;642
8462;225035;680483;20859;873435;62155;4666;7036;6399;3132;1559;1952;1539;3163;1358;1397;918;686;1119;574
4367;1213169;224718;315823;722367;830635;65227;65474;17051;13379;9562;5198;6101;4858;3395;4481;6577;2621;3453;3131
4368;597970;148797;1133586;1254472;244115;342193;262936;95094;49020;21838;16883;16247;14145;32035;7073;5697;15296;52049;23734
6416;32707399;27739213;942015;18519692;2057828;1018888;1501394;2006937;424910;22760033;6448203;581320;86225;23739333;5466799;13617018;169274;10973352;44695365
6417;3281316;508373;2506547;1387939;2661582;4171496;789299;101291;44366;31088;23665;17359;8048;11554;19337;14794;22060;5115;5371
6418;314056;87121;251068;247342;81143;119484;13877;6064;6427;2933;1769;1091;1643;1496;1667;864;1037;1761;1344
6421;801025;13349;333423;304604;424561;671811;524192;125374;138827;37217;8875;22134;26779;45950;10209;5423;8280;12731;4499
8469;1257612;22510;265900;387874;224691;306327;990742;165114;10284;6531;7080;4834;2822;2435;2486;1923;2015;1888;2487
6422;2133196;509675;957190;1092971;263363;181290;228573;254766;167528;105560;34048;62637;407171;182313;367702;967822;3464413;210766;458951
8470;1143411;545391;958083;1216103;341827;464807;1132313;88655;32600;21675;14695;13646;9297;12974;10100;6400;6647;4913;6265
6423;724129;634180;70060;242670;38485;97238;10951;3016;5774;1345;2827;999;824;758;878;824;981;517;606
6424;693495;1068008;888124;407740;1337654;742114;657870;488816;54831;69612;27771;33680;16313;8337;20322;10847;10379;18026;15832
4377;1060433;371891;384969;716208;726530;1060167;214590;260504;95340;28657;47714;32917;25664;15380;19694;17721;11672;7974;13544
6429;2276517;662355;1034104;816714;659094;1288344;300768;76536;53616;26933;10604;6685;6915;3335;4821;7273;8513;3887;4199
6430;212568;59349;130058;109914;61574;26473;31360;77841;23029;7967;7724;2659;4594;1844;1494;1845;2112;1482;1561
6431;3927376;478056;1081987;2648176;1907080;2931485;1557138;714040;274329;402386;66198;713038;719580;27925398;1389500;16242209;7813052;122891;13413248
8479;849783;283777;743084;1367233;802104;437508;961720;1225907;470133;8275706;10463354;16281240;21443464;341285;53640;90887;259663;258417;3226568
2344;694385;334813;476089;570340;110973;108857;82172;93382;79109;44777;68640;91265;50251;73409;29097;230698;12857;15321;142780
6440;1299694;123598;826255;661176;384900;636468;610989;345655;15511;5317;5225;2852;3534;2534;4008;3558;3019;2295;1824
8489;927749;351308;111902;296023;469564;398993;281159;13319;8938;4290;2114;3499;2233;1733;1853;1237;1682;1015;1345
6442;1225284;399288;586487;652725;1461229;1095503;587117;62847;23763;12328;7900;11476;6987;3851;5010;6015;3076;3623;2836
4397;14705;21630;16391;14816;17189;11180;6148;5503;3566;3169;1212;2125;980;1552;1141;1191;1006;1236;787
2350;2045062;525864;1349784;1369842;363300;985574;1369134;33247;57792;20300;36049;15195;13689;7327;7847;8638;5414;4167;3506
4398;1205801;60570;240111;332976;948617;1313435;88891;642302;18709;8613;14791;8358;4995;7443;4618;3986;2549;3037;2178
6446;195829342;172386945;19095331;20038616;19840267;100619;124192;156589;29876;30556;22753;11941;10175;7946;6976;7729;8456;5371;7585
2351;3222994;1094308;1450012;1888378;1676879;1107687;1800629;286714;152618;97346;103589;70920;52247;31429;33674;51472;44968;20066;21183
4399;150335;58743;27507;60506;59910;13407;18416;10444;5518;6525;2670;2676;2927;3844;2152;1426;1937;3045;1176
6447;1743630;1332269;973733;326186;198208;180499;121342;69655;155626;270896;14181;37798;11346;9104;3683;4845;4117;2842;7941
2352;1227838;345525;856306;1321569;1174885;474979;324766;254657;73034;40684;69426;23210;24960;18984;11265;18606;12186;13511;11452
2353;416533;265819;224997;338692;270992;110094;54966;106314;38230;27206;30590;10524;18836;21076;11242;8348;8705;4555;5742
2354;2000636;759513;919218;1401240;1405753;619812;249762;166282;406161;87354;155839;50156;178236;134134;8813136;10130891;118294;334021;65279
8499;1305168;181104;803972;632613;1069834;528194;180691;112564;19394;57842;103043;42217;13874;13940;51883;13275;9760;8349;5633
6452;1515308;250242;871261;551998;1219783;785214;589454;544823;93147;56054;77459;54912;81148;16782;24769;28702;72474;17782;155844
8500;1821356;454579;385537;1203350;694945;680838;2213504;291013;182402;47538;162626;198402;68231;36912;331093;55546;177432;47438;67432
8501;2627159;660659;1277691;1023648;2289201;945510;39817456;295201;14687236;96259;90140;72854;67706;344615;8903247;18955398;6991921;31436617;17048962
4407;2929852;612380;1097658;1154067;2373256;1015303;1609834;201341;106240;68242;39623;32255;37871;13249;21771;18162;8839;13508;5801
6456;1458635;358225;1245066;2112274;2277666;906261;419183;75682;26202;26986;11540;6194;5955;5103;4028;3716;4530;2103;2205
6457;972343;411248;716918;927695;222585;267786;920412;65260;35351;14567;10879;14907;6317;4904;3008;5448;4562;4481;6359
6459;379239;112449;132067;147925;238643;72027;196360;158294;80830;26758;17619;16089;2909;8077;6821;3064;2811;2648;3496
2368;4209495;1166402;3576073;1647046;587760;577800;496229;274813;232900;175301;70027;81938;129014;424541;1042287;4707659;8960698;6716906;17779821
4417;2610670;968928;416418;733550;508694;1086012;56475;72025;22309;20813;10501;10176;10351;5757;8663;6306;3967;13848;3674
8519;653951;32511;285812;192677;185982;380068;53378;128191;213976;15909;12164;30500;6762;5787;3286;3463;3859;2223;3336
8520;476221;160424;164867;53421;95379;35593;10690;52559;5963;6847;6077;2937;5336;4500;3139;2752;1549;1340;1050
2380;300449;177759;491426;390089;447361;96619;123156;37021;25879;12257;7440;6621;8552;6040;3403;2944;2841;3096;2148
8527;2944146;1087767;904448;779332;686216;1481452;698683;183485;225282;955046;535611;9883901;5224089;6160097;4134767;1114345;648140;10994473;4395947
4435;1156780;321799;355266;1840383;909149;226080;98748;120294;61279;47786;27422;20282;20058;20994;19063;9507;9269;6723;4778
4436;1997977;561966;836758;1920369;661706;578300;371915;186284;49404;49135;27997;17272;32899;17601;16298;12508;19768;18319;12401
8537;39367;25832;106875;75590;137367;159523;15542;11825;6207;3948;1567;2843;1676;1614;888;3091;2095;1394;1068
2395;2022179;387860;1248530;1104760;674909;908751;684436;1371117;79391;30524;28380;18365;13104;8262;7252;144551;6292;5776;4912
4445;69908;14799;84451;134376;77916;27113;29420;20652;10262;6764;5129;6970;1860;1691;1233;1544;1333;1627;1163
8547;1036552;118298;144456;383289;400679;282430;162895;68182;22808;10208;10758;6322;5893;6076;3875;3447;3362;4844;5090
8548;1025000;279673;179007;268482;313325;430647;911833;177864;22750;4706;3766;1962;3610;1361;2250;854;1109;1147;1390
8549;4800236;644400;807565;898139;2921864;2973409;1431093;58878;33842;21717;17079;16438;20741;9435;10517;16305;13530;9749;10560
4454;138805;60110;108795;245016;356329;52067;99857;43155;26143;23848;13683;15741;9365;4899;6553;3873;4104;1834;4087
4455;862167;29251;269213;67931;490513;246720;473177;3774;4357;2987;1454;1169;928;566;1407;799;1065;818;752
8557;1865053;335077;1023280;1150295;894847;331493;258645;287794;36495;47055;24678;18710;26496;13525;14275;15494;13626;8755;8148
4464;277325;38634;180890;321237;317164;144334;33067;30314;12823;3696;4788;1479;1507;2328;2100;1339;1484;1277;1355
4474;399704;244274;298512;801227;476749;181489;68003;68881;21149;21548;10542;9481;3466;2441;2281;1525;2804;5564;1975
4475;2232917;57761;1248451;79873;423608;161492;1847768;13950;8114;4576;4223;4067;2924;1897;2812;1856;2271;2194;1393
6526;890487;998789;508455;1181318;821792;2095584;3664271;1025997;181621;92806;85068;32064;42937;39668;59017;18630;16809;12983;15712
4482;3742173;452194;758410;1857099;674155;2600232;586482;111024;39684;19948;9613;8838;4898;7157;6593;6396;7811;6046;3851
1413;394648;81951;103612;305941;302185;214025;75548;513131;25783;12608;11324;11802;8523;6732;10022;11895;2407;3736;2049
1419;179306;15590;61685;71103;51542;96203;14207;9753;6163;4330;3257;2976;3006;1291;1610;1547;1151;1246;1283
1420;250129807;171733664;78651344;875921;135144;104454;144733;76025;21911;25740;10586;11099;10075;9337;12031;8856;8686;2879;11057
4492;1643114;773778;1132297;1854000;1347912;764251;485368;355556;330901;243164;69138;65803;60784;17427;29642;13618593;22101605;32628;89209
4493;1272665;583342;1001428;1533888;811796;866083;1607023;1587176;203989;29855;26854;29442;21026;30367;12090;16063;9328;7331;7459
8597;41401;40338;51853;16948;70112;6691;7170;6421;3059;2843;1470;1786;1050;1296;808;1166;804;918;1386
4502;4876537;989668;3825813;3476368;7987466;1427131;707779;746333;102793;129345;36381966;15508041;76412;20111796;10236002;210396;136974;2139329;1577981
1431;1346762;440717;1200660;2626680;620295;285637;1311907;236340;221267;13018409;15428090;15700;15570;113666;9503;12995;13558;12269;9131
4503;3413715;2144378;1235639;2187515;687598;336981;1960538;178158;23968;20121;17283;7956;8627;9357;6388;5029;3262;6686;4090
1437;682317;580098;199447;302906;290076;107984;227271;147183;66437;53221;8022;7072;5614;3417;4153;10687;4754;5052;2149
4514;2409681;450607;675595;557415;1618308;1713547;2261508;419410;271795;267196;119650;107526;27559;9100;15193;25985;3788;3001;4166
1443;1939207;10234;34971;144160;466651;1138644;24862;21247;6763;5593;6251;4810;6692;1663;2652;1976;1476;1262;2128
1449;2003190;961502;396358;481312;915824;627427;1268924;248668;62227;87191;42521;62436;59061;35970;31425;19669;25260;13044;13244
6570;1712601;1322570;644393;1096410;1232192;618702;691926;238088;158010;15045825;14815860;1537418;13240602;26564041;62467938;38123448;14375018;14008538;1093637
4528;762927;137421;48299;540352;172344;52629;32418;424887;10918;5247;4257;2753;3106;2688;1667;1738;2145;1807;1584
4530;371713;6614;371085;386619;175225;15548;12316;4129;4489;1809;2257;1313;1273;1409;1258;1121;963;754;1092
1461;742775;93385;272179;176887;735782;284459;263459;53455;18573;7076;5777;4042;3715;4566;3163;2622;4542;1971;2193
1462;128337;86105;86839;40498;64712;127940;13429;10077;8872;1830;5178;1882;1631;1188;1052;716;952;789;819
1467;2475190;483283;480630;500862;1110543;2191896;823617;93258;55802;40212;32792;15053;21070;19181;11935;19860;11406;10784;7359
1468;411379;333204;6404;19492;172058;122850;19148;12398;7034;2694;3591;2033;1415;1305;1219;995;1176;987;1520
6589;125163;30897;43377;33388;104824;66537;18791;15038;9451;5204;6459;2887;3468;7620;3761;2643;1762;1474;2136
1473;52953;31057;14696;26932;50854;82196;14867;11047;9203;4539;5295;4971;2493;2816;1982;1639;1930;889;893
1479;156890;81105;43978;490766;211090;263701;6027;135031;4259;4347;2609;1104;1108;827;1035;919;521;954;572
1480;33065;62006;18317;150319;21945;150434;11905;158043;7062;2130;3470;1218;1465;654;651;744;467;467;355
1484;2238673;666148;1647058;2895192;1453278;849657;891192;470440;181383;46888;38055;27869;27010;23165;26607;19814;42845;26174;26600
8654;212933;24842;111467;79286;136585;182141;17659;16073;9819;10152;9659;4642;3365;3809;2597;1913;2164;1934;1695
1496;842441;143640;186925;595524;275656;171573;184437;32607;5547;2998;3616;1297;1458;1119;1166;943;1615;456;893
4568;586396;908506;582663;795506;228159;242336;273993;174227;277976;44203;176639;40227;43489;12178;20406;9682;14563;5424;7407
5595;4120783;435273;777582;757614;1109252;2527614;1180309;232919;269782;208382;77393;61524;39226;36346;39802;139290;27586;23250;23063
1502;90146;153482;31574;273069;362418;375317;15311;3370;7525;2570;2321;1750;636;1322;1447;620;1055;427;456
4576;17422340;32493376;16726451;25288714;25499363;39967571;124444;160492;76122;254233;148770;13796;13131;6855;4972;6862;6749;4641;4707
4583;736357;869449;439299;1029151;1371879;486717;709008;176293;143901;450919;844758;411425;16284827;328668;7275526;23863497;95619;105707;5635
1514;1858092;1328827;589001;2048916;1340780;965526;58614;36852;37531;26410;12224;7999;8145;13218;48136;15585;9969;16464;6879
4591;599764;124632;526664;411692;625042;145533;162392;102232;35306;27204;16189;11512;9850;13025;6122;7677;6204;6148;6052
1520;1038181;99370;251275;665154;427822;265249;108694;71117;24004;16107;8026;10969;7146;8430;5328;6040;6210;5722;3201
4592;2111269;64920;596887;1199042;1139249;891480;947088;93737;28679;17340;16334;12031;10090;8916;10204;6653;6815;5731;5117
4593;2213738;1210898;857948;1147374;605309;990369;589249;288496;132379;31673;37917;26135;112538;37906;18464;18952;39915;10805;9812
4594;1439126;327849;1067885;1095148;530480;912333;88249;85507;276599;50987;23350;23574;20881;22032;18999;19154;12099;19738;12853
4595;1573967;301588;853916;776049;794538;729875;450845;406231;42015;37304;30931;8969;8409;7592;6415;4149;4718;35978;4301
4596;992174;154627;521541;788059;977074;919032;275220;288335;29801;17476;12446;6097;4102;3637;7290;3342;1761;1677;1710
4597;1448005;363921;679466;2076390;1761991;2045476;2552045;402322;149896;68174;16891;33758;38933;18165;93179;9361;28944;10582;106461
1526;176420;489926;167144;840917;120208;791127;31058;5432;2227;1905;3631;2028;2685;1742;1188;1483;1489;1130;1084
4598;2052046;550846;464045;3966381;983298;2064396;410939;299596;39099;19714;19070;11233;11904;12829;8861;2770;3513;4179;2806
1527;3325650;1612037;1406719;2251888;944862;868094;251470;83506;41561;15684;15673;10069;10743;6865;9164;5402;5423;5808;3533
4599;1334008;1313189;1062425;530592;410521;196364;145396;52100;43290;9902;3985;4352;2319;2807;3215;2503;2298;1790;1546
4600;795032;293263;252334;547440;202781;365353;252150;49448;39034;15474;16726;9756;19763;9877;3979;3299;6264;3297;2178
4601;1354611;29543;118561;53126;122243;731550;546365;479513;12437;6713;3468;3699;1508;1968;2359;1273;1481;856;834
4602;62065;10596;34122;33389;63962;21714;10991;10801;4760;2467;3287;1242;1143;1423;1354;1289;1498;1620;1663
4603;1240055;924106;451276;611359;561497;511220;579383;227369;91948;86264;74848;82893;70624;41421;46867;47760;11645;22994;19209
1532;753177;609326;945642;1324384;626222;358712;156756;134136;51949;72980;11884;10635;9962;8742;6496;13108;8459;3405;5197
4604;982954;188369;834198;1826640;1026241;702168;196090;25697;28738;11171;9144;7174;8576;4956;4221;4590;6302;5892;2971
6652;848891;309803;643465;1279584;288079;237900;247292;143111;74972;42209;23252;41228;16596;19193;13137;10505;11018;6698;10115
4605;1842855;476816;1026712;1212476;458957;480717;440859;329473;20452;19520;8073;8143;10043;5903;7781;5281;6870;4493;3370
6653;1007449;1426010;2865431;1207897;2129455;2778284;2782960;742627;174507;133052;97835;204152;79711;68784;74700;22049;20343;11243;48071
4606;2535009;1242584;948043;1625676;740132;530312;165637;315613;234721;200352;509797;94254;69201;29070;43131;31697;24001;8839;15479
6654;1353178;66518;29890;41120;802952;338365;14938;9379;5488;3018;3429;1819;2176;1797;1646;1262;1522;1910;1190
4607;3951692;305661;801975;1954090;2325963;1576705;2108447;408853;90192;65604;150369;63800;50486;21151;31245;19616;13638;23743;6669
6655;559061;243411;125457;93471;278277;305608;236318;63416;36788;27492;9999;9703;4286;7189;7771;4989;1897;1541;1444
4608;473496;71472;136349;369457;643579;290879;59102;19556;11682;6967;5433;7072;4697;2439;3384;2177;3653;2818;3752
4609;688426;444382;382580;454139;371023;503913;142587;241375;236837;124545;45193;30599;8291;8032;46288;15159;8666;8484;8802
4610;684389;715796;571486;3476488;1048850;2858667;523913;312074;127281;77767;134927;95707;69264;63187;80166;24318;27962;14282;21183
5634;1646083;412025;997653;1628722;1749308;498413;36946;75625;11014;13042;7814;7816;6440;4307;2878;4839;2235;2199;3704
4611;1517942;280629;826663;535277;376785;156470;1334105;59453;39769;22520;10554;33513;11569;20847;13552;9038;18584;14949;3243
4612;3258967;1175135;3786386;2686308;1729684;2481196;918939;270914;295098;276706;505385;8744161;371314;20661455;10388358;11424901;81215;344531;808116
4613;1639579;460683;208002;708811;170990;241356;62915;67161;38151;9424;5162;2886;3690;4009;3503;2747;1417;2300;1841
6661;2030855;524084;413407;839888;1288945;1410002;524431;363713;152801;114324;43994;45684;26268;23523;18220;13863;10864;16365;10163
4614;1434152;1151978;634634;1306394;824428;842765;145126;371299;129964;70378;61017;60264;35265;50224;40056;25196;49377;6868;16263
