Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,-0.02,-0.02,
1,[1],,c5,0.95,-0.97,
2,[2],Nf3,,0.53,-0.42,
3,[2],,e6,1.37,-0.84,
4,[3],Nc3,,0.89,-0.48,
5,[3],,a6,1.82,-0.93,
6,[4],Be2,,1.0,-0.82,
7,[4],,Nc6,1.63,-0.63,
8,[5],d4,,1.24,-0.39,
9,[5],,cxd4,1.24,0.0,
10,[6],Nxd4,,0.84,-0.4,
11,[6],,Qc7,1.49,-0.65,
12,[7],O-O,,1.17,-0.32,
13,[7],,Nf6,1.17,0.0,
14,[8],Be3,,0.85,-0.32,
15,[8],,Be7,1.25,-0.4,
16,[9],f4,,1.02,-0.23,
17,[9],,d6,0.91,0.11,
18,[10],Kh1,,0.71,-0.2,
19,[10],,O-O,0.53,0.18,
20,[11],Qe1,,0.13,-0.4,
21,[11],,Nxd4,-0.22,0.35,
22,[12],Bxd4,,-0.22,0.0,
23,[12],,b5,0.39,-0.61,
24,[13],Qg3,,0.44,0.05,
25,[13],,Bb7,1.31,-0.87,
26,[14],a3,,0.36,-0.95,
27,[14],,Rad8,1.44,-1.08,Erreur
28,[15],Rae1,,-0.26,-1.7,Erreur
29,[15],,Rd7,1.63,-1.89,Erreur
30,[16],Bd3,,-6.86,-8.49,Gaffe
31,[16],,Qd8,1.53,-8.39,Gaffe
32,[17],Qh3,,-0.23,-1.76,Erreur
33,[17],,g6,1.24,-1.47,Erreur
34,[18],f5,,-2.08,-3.32,Gaffe
35,[18],,e5,0.79,-2.87,Erreur
36,[19],Be3,,0.46,-0.33,
37,[19],,Re8,1.46,-1.0,
38,[20],fxg6,,0.74,-0.72,
39,[20],,hxg6,1.59,-0.85,
40,[21],Nd5,,0.18,-1.41,Erreur
41,[21],,Nxd5,0.25,-0.07,
42,[22],Rxf7,,-3.54,-3.79,Gaffe
43,[22],,Kxf7,0.61,-4.15,Gaffe
44,[23],Qh7+,,0.61,0.0,
45,[23],,Ke6,0.23,0.38,
46,[24],exd5+,,0.23,0.0,
47,[24],,Kxd5,1.94,-1.71,Erreur
48,[25],Be4+,,-0.94,-2.88,Erreur
49,[25],,Kxe4,-0.7,-0.24,
50,[26],Qf7,,-0.9,-0.2,
51,[26],,Bf6,-0.9,0.0,
52,[27],Bd2+,,-0.9,0.0,
53,[27],,Kd4,-0.9,0.0,
54,[28],Be3+,,-0.9,0.0,
55,[28],,Ke4,-0.9,0.0,
56,[29],Qb3,,-4.73,-3.83,Gaffe
57,[29],,Kf5,-4.93,0.2,
58,[30],Rf1+,,-4.86,0.07,
59,[30],,Kg4,-4.2,-0.66,
60,[31],Qd3,,-2.61,1.59,Erreur
61,[31],,Bxg2+,0.09,-2.7,Erreur
62,[32],Kxg2,,-1.21,-1.3,Erreur
63,[32],,Qa8+,-1.15,-0.06,
64,[33],Kg1,,0.44,1.59,Erreur
65,[33],,Bg5,3.13,-2.69,Erreur
66,[34],Qe2+,,-2.41,-5.54,Gaffe
67,[34],,Kh4,0.36,-2.77,Erreur
68,[35],Bf2+,,0.36,0.0,
69,[35],,Kh3,0.82,-0.46,
70,[36],Be1,,-0.41,-1.23,Erreur
