Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.28,0.28,
1,[1],,c5,0.46,-0.18,
2,[2],Nf3,,0.39,-0.07,
3,[2],,e6,0.4,-0.01,
4,[3],Nc3,,0.36,-0.04,
5,[3],,a6,0.77,-0.41,
6,[4],Be2,,0.4,-0.37,
7,[4],,Nc6,0.81,-0.41,
8,[5],d4,,0.53,-0.28,
9,[5],,cxd4,0.6,-0.07,
10,[6],Nxd4,,0.57,-0.03,
11,[6],,Qc7,0.47,0.1,
12,[7],O-O,,0.47,0.0,
13,[7],,Nf6,0.48,-0.01,
14,[8],Be3,,0.41,-0.07,
15,[8],,Be7,0.36,0.05,
16,[9],f4,,0.34,-0.02,
17,[9],,d6,0.24,0.1,
18,[10],Kh1,,0.22,-0.02,
19,[10],,O-O,0.17,0.05,
20,[11],Qe1,,0.16,-0.01,
21,[11],,Nxd4,0.18,-0.02,
22,[12],Bxd4,,0.25,0.07,
23,[12],,b5,0.22,0.03,
24,[13],Qg3,,0.11,-0.11,
25,[13],,Bb7,0.3,-0.19,
26,[14],a3,,0.08,-0.22,
27,[14],,Rad8,0.19,-0.11,
28,[15],Rae1,,0.15,-0.04,
29,[15],,Rd7,0.26,-0.11,
30,[16],Bd3,,0.1,-0.16,
31,[16],,Qd8,0.22,-0.12,
32,[17],Qh3,,0.04,-0.18,
33,[17],,g6,0.51,-0.47,
34,[18],f5,,0.71,0.2,
35,[18],,e5,0.76,-0.05,
36,[19],Be3,,0.82,0.06,
37,[19],,Re8,0.74,0.08,
38,[20],fxg6,,0.79,0.05,
39,[20],,hxg6,0.88,-0.09,
40,[21],Nd5,,0.0,-0.88,
41,[21],,Nxd5,0.0,0.0,
42,[22],Rxf7,,0.0,0.0,
43,[22],,Kxf7,0.0,0.0,
44,[23],Qh7+,,0.0,0.0,
45,[23],,Ke6,0.0,0.0,
46,[24],exd5+,,0.0,0.0,
47,[24],,Kxd5,0.0,0.0,
48,[25],Be4+,,0.0,0.0,
49,[25],,Kxe4,0.0,0.0,
50,[26],Qf7,,0.0,0.0,
51,[26],,Bf6,0.0,0.0,
52,[27],Bd2+,,0.0,0.0,
53,[27],,Kd4,0.0,0.0,
54,[28],Be3+,,0.0,0.0,
55,[28],,Ke4,0.0,0.0,
56,[29],Qb3,,0.0,0.0,
57,[29],,Kf5,0.0,0.0,
58,[30],Rf1+,,0.0,0.0,
59,[30],,Kg4,0.0,0.0,
60,[31],Qd3,,0.0,0.0,
61,[31],,Bxg2+,1.84,-1.84,Erreur
62,[32],Kxg2,,3.84,2.0,Erreur
63,[32],,Qa8+,3.72,0.12,
64,[33],Kg1,,0.0,-3.72,Gaffe
65,[33],,Bg5,0.0,0.0,
66,[34],Qe2+,,,,#-9#
67,[34],,Kh4,,,#8#
68,[35],Bf2+,,0.0,0.0,
69,[35],,Kh3,,,#7#
70,[36],Be1,,,,#-6#
