Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.32,0.32,
1,[1],,c5,0.29,0.03,
2,[2],Nf3,,0.36,0.07,
3,[2],,e6,0.35,0.01,
4,[3],Nc3,,0.39,0.04,
5,[3],,a6,0.59,-0.2,
6,[4],Be2,,0.37,-0.22,
7,[4],,Nc6,0.62,-0.25,
8,[5],d4,,0.6,-0.02,
9,[5],,cxd4,0.6,0.0,
10,[6],Nxd4,,0.52,-0.08,
11,[6],,Qc7,0.54,-0.02,
12,[7],O-O,,0.51,-0.03,
13,[7],,Nf6,0.42,0.09,
14,[8],Be3,,0.43,0.01,
15,[8],,Be7,0.29,0.14,
16,[9],f4,,0.3,0.01,
17,[9],,d6,0.27,0.03,
18,[10],Kh1,,0.2,-0.07,
19,[10],,O-O,0.17,0.03,
20,[11],Qe1,,0.13,-0.04,
21,[11],,Nxd4,0.16,-0.03,
22,[12],Bxd4,,0.23,0.07,
23,[12],,b5,0.29,-0.06,
24,[13],Qg3,,0.13,-0.16,
25,[13],,Bb7,0.23,-0.1,
26,[14],a3,,0.12,-0.11,
27,[14],,Rad8,0.2,-0.08,
28,[15],Rae1,,0.1,-0.1,
29,[15],,Rd7,0.28,-0.18,
30,[16],Bd3,,0.17,-0.11,
31,[16],,Qd8,0.15,0.02,
32,[17],Qh3,,0.03,-0.12,
33,[17],,g6,0.56,-0.53,
34,[18],f5,,0.69,0.13,
35,[18],,e5,0.66,0.03,
36,[19],Be3,,0.81,0.15,
37,[19],,Re8,1.02,-0.21,
38,[20],fxg6,,0.71,-0.31,
39,[20],,hxg6,0.96,-0.25,
40,[21],Nd5,,0.0,-0.96,
41,[21],,Nxd5,0.0,0.0,
42,[22],Rxf7,,0.0,0.0,
43,[22],,Kxf7,0.0,0.0,
44,[23],Qh7+,,0.0,0.0,
45,[23],,Ke6,0.0,0.0,
46,[24],exd5+,,0.0,0.0,
47,[24],,Kxd5,0.0,0.0,
48,[25],Be4+,,0.0,0.0,
49,[25],,Kxe4,0.0,0.0,
50,[26],Qf7,,0.0,0.0,
51,[26],,Bf6,0.0,0.0,
52,[27],Bd2+,,0.0,0.0,
53,[27],,Kd4,0.0,0.0,
54,[28],Be3+,,0.0,0.0,
55,[28],,Ke4,0.0,0.0,
56,[29],Qb3,,0.0,0.0,
57,[29],,Kf5,0.0,0.0,
58,[30],Rf1+,,0.0,0.0,
59,[30],,Kg4,0.0,0.0,
60,[31],Qd3,,0.0,0.0,
61,[31],,Bxg2+,1.91,-1.91,Erreur
62,[32],Kxg2,,10.73,8.82,Gaffe
63,[32],,Qa8+,3.88,6.85,Gaffe
64,[33],Kg1,,10.65,6.77,Gaffe
65,[33],,Bg5,,,#10#
66,[34],Qe2+,,,,#-9#
67,[34],,Kh4,,,#8#
68,[35],Bf2+,,0.0,0.0,
69,[35],,Kh3,,,#7#
70,[36],Be1,,,,#-6#
