Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.21,0.21,
1,[1],,d5,0.29,-0.08,
2,[2],Nf3,,0.18,-0.11,
3,[2],,c6,0.47,-0.29,
4,[3],Bf4,,0.39,-0.08,
5,[3],,Bf5,0.48,-0.09,
6,[4],e3,,0.35,-0.13,
7,[4],,Qb6,0.41,-0.06,
8,[5],Bd3,,0.29,-0.12,
9,[5],,Bxd3,0.22,0.07,
10,[6],Qxd3,,-0.32,-0.54,
11,[6],,Qxb2,-0.4,0.08,
12,[7],O-O,,-0.01,0.39,
13,[7],,e6,0.82,-0.83,
14,[8],c4,,-1.23,-2.05,Erreur
15,[8],,Nf6,0.71,-1.94,Erreur
16,[9],Nbd2,,0.86,0.15,
17,[9],,Qb6,1.3,-0.44,
18,[10],Rfb1,,0.56,-0.74,
19,[10],,Qa6,0.51,0.05,
20,[11],Qb3,,0.51,0.0,
21,[11],,b6,0.35,0.16,
22,[12],a4,,0.44,0.09,
23,[12],,Qa5,0.82,-0.38,
24,[13],Qc2,,0.91,0.09,
25,[13],,dxc4,0.85,0.06,
26,[14],e4,,0.52,-0.33,
27,[14],,c3,0.45,0.07,
28,[15],Nc4,,0.65,0.2,
29,[15],,Qa6,1.07,-0.42,
30,[16],Qxc3,,0.61,-0.46,
31,[16],,Be7,0.39,0.22,
32,[17],Ncd2,,-0.03,-0.42,
33,[17],,O-O,0.0,-0.03,
34,[18],Bxb8,,-0.16,-0.16,
35,[18],,Raxb8,0.0,-0.16,
36,[19],Qxc6,,-0.27,-0.27,
37,[19],,Rfc8,-0.04,-0.23,
38,[20],Qb5,,-0.17,-0.13,
39,[20],,Qb7,-0.31,0.14,
40,[21],Qd3,,-0.32,-0.01,
41,[21],,Rc7,0.0,-0.32,
42,[22],Rc1,,-0.66,-0.66,
43,[22],,Rbc8,-0.66,0.0,
44,[23],Rxc7,,-0.51,0.15,
45,[23],,Rxc7,-0.36,-0.15,
46,[24],h3,,-0.49,-0.13,
47,[24],,Qc8,-0.4,-0.09,
48,[25],Qb5,,-0.27,0.13,
49,[25],,h6,-0.31,0.04,
50,[26],g3,,-0.63,-0.32,
51,[26],,Rc2,-0.65,0.02,
52,[27],Kg2,,-1.06,-0.41,
53,[27],,Qc3,-0.81,-0.25,
54,[28],Rd1,,-0.93,-0.12,
55,[28],,Qb4,0.0,-0.93,
56,[29],Rb1,,-0.17,-0.17,
57,[29],,Qc3,-0.07,-0.1,
58,[30],Rd1,,-1.08,-1.01,Erreur
59,[30],,Rb2,-1.04,-0.04,
60,[31],Qe5,,-1.51,-0.47,
61,[31],,Nd7,-2.04,0.53,
62,[32],Qf4,,-3.15,-1.11,Erreur
63,[32],,g5,-1.06,-2.09,Erreur
64,[33],Qe3,,-1.05,0.01,
65,[33],,Qxe3,-1.11,0.06,
66,[34],fxe3,,-1.04,0.07,
67,[34],,Bb4,-1.13,0.09,
68,[35],Kf1,,-1.23,-0.1,
69,[35],,Ra2,-1.1,-0.13,
70,[36],e5,,-0.97,0.13,
71,[36],,f5,-0.83,-0.14,
72,[37],g4,,-0.86,-0.03,
73,[37],,Kf8,-0.7,-0.16,
74,[38],Ke2,,-0.74,-0.04,
75,[38],,Rxa4,-0.72,-0.02,
76,[39],Rc1,,-0.91,-0.19,
77,[39],,Ra2,-0.65,-0.26,
78,[40],Rc8+,,-0.88,-0.23,
79,[40],,Ke7,0.0,-0.88,
80,[41],Rh8,,-0.44,-0.44,
81,[41],,a5,0.0,-0.44,
82,[42],Rh7+,,0.0,0.0,
83,[42],,Kd8,0.0,0.0,
84,[43],Rxh6,,0.0,0.0,
85,[43],,Nf8,0.0,0.0,
86,[44],Kd3,,-0.22,-0.22,
87,[44],,b5,-0.51,0.29,
88,[45],Rh8,,-0.98,-0.47,
89,[45],,a4,-0.08,-0.9,
90,[46],Rg8,,-0.04,0.04,
91,[46],,a3,0.35,-0.39,
92,[47],gxf5,,0.0,-0.35,
93,[47],,exf5,0.51,-0.51,
94,[48],Rxg5,,0.59,0.08,
95,[48],,Ra1,0.0,0.59,
96,[49],Rg7,,0.0,0.0,
97,[49],,Rc1,-1.68,1.68,Erreur
98,[50],Ra7,,-1.77,-0.09,
99,[50],,Ne6,0.25,-2.02,Erreur
100,[51],h4,,-0.89,-1.14,Erreur
101,[51],,Rc3+,0.0,-0.89,
102,[52],Ke2,,0.0,0.0,
103,[52],,f4,-0.74,0.74,
104,[53],exf4,,0.0,0.74,
105,[53],,Nxf4+,-1.55,1.55,Erreur
106,[54],Kd1,,0.0,1.55,Erreur
107,[54],,Kc8,-2.5,2.5,Erreur
108,[55],e6,,-1.41,1.09,Erreur
109,[55],,Kb8,-2.78,1.37,Erreur
110,[56],Ne4,,-6.64,-3.86,Gaffe
111,[56],,Rd3+,-6.82,0.18,
112,[57],Kc2,,-7.14,-0.32,
113,[57],,Kxa7,-7.28,0.14,
114,[58],Ne5,,-7.04,0.24,
115,[58],,Re3,-7.23,0.19,
116,[59],Nc6+,,-7.32,-0.09,
117,[59],,Kb6,-7.16,-0.16,
118,[60],Nxb4,,-7.25,-0.09,
119,[60],,Rxe4,-7.35,0.1,
120,[61],d5,,-57.96,-50.61,Gaffe
121,[61],,Nxe6,-11.9,-46.06,Gaffe
122,[62],dxe6,,-45.14,-33.24,Gaffe
123,[62],,Rxb4,-45.18,0.04,
