Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.22,0.22,
1,[1],,c5,0.27,-0.05,
2,[2],Nf3,,0.37,0.1,
3,[2],,e6,0.26,0.11,
4,[3],Nc3,,0.39,0.13,
5,[3],,a6,0.67,-0.28,
6,[4],Be2,,0.44,-0.23,
7,[4],,Nc6,0.6,-0.16,
8,[5],d4,,0.64,0.04,
9,[5],,cxd4,0.4,0.24,
10,[6],Nxd4,,0.51,0.11,
11,[6],,Qc7,0.46,0.05,
12,[7],O-O,,0.42,-0.04,
13,[7],,Nf6,0.3,0.12,
14,[8],Be3,,0.38,0.08,
15,[8],,Be7,0.29,0.09,
16,[9],f4,,0.31,0.02,
17,[9],,d6,0.29,0.02,
18,[10],Kh1,,0.19,-0.1,
19,[10],,O-O,0.12,0.07,
20,[11],Qe1,,0.19,0.07,
21,[11],,Nxd4,0.18,0.01,
22,[12],Bxd4,,0.21,0.03,
23,[12],,b5,0.22,-0.01,
24,[13],Qg3,,0.12,-0.1,
25,[13],,Bb7,0.2,-0.08,
26,[14],a3,,0.19,-0.01,
27,[14],,Rad8,0.19,0.0,
28,[15],Rae1,,0.12,-0.07,
29,[15],,Rd7,0.31,-0.19,
30,[16],Bd3,,0.24,-0.07,
31,[16],,Qd8,0.15,0.09,
32,[17],Qh3,,0.27,0.12,
33,[17],,g6,0.56,-0.29,
34,[18],f5,,0.68,0.12,
35,[18],,e5,0.71,-0.03,
36,[19],Be3,,0.87,0.16,
37,[19],,Re8,0.95,-0.08,
38,[20],fxg6,,0.95,0.0,
39,[20],,hxg6,0.81,0.14,
40,[21],Nd5,,0.0,-0.81,
41,[21],,Nxd5,0.0,0.0,
42,[22],Rxf7,,0.0,0.0,
43,[22],,Kxf7,0.0,0.0,
44,[23],Qh7+,,0.0,0.0,
45,[23],,Ke6,0.0,0.0,
46,[24],exd5+,,0.0,0.0,
47,[24],,Kxd5,0.0,0.0,
48,[25],Be4+,,0.0,0.0,
49,[25],,Kxe4,0.0,0.0,
50,[26],Qf7,,0.0,0.0,
51,[26],,Bf6,0.0,0.0,
52,[27],Bd2+,,0.0,0.0,
53,[27],,Kd4,0.0,0.0,
54,[28],Be3+,,0.0,0.0,
55,[28],,Ke4,0.0,0.0,
56,[29],Qb3,,0.0,0.0,
57,[29],,Kf5,0.0,0.0,
58,[30],Rf1+,,0.0,0.0,
59,[30],,Kg4,0.0,0.0,
60,[31],Qd3,,0.0,0.0,
61,[31],,Bxg2+,3.16,-3.16,Gaffe
62,[32],Kxg2,,14.51,11.35,Gaffe
63,[32],,Qa8+,4.04,10.47,Gaffe
64,[33],Kg1,,14.01,9.97,Gaffe
65,[33],,Bg5,,,#10#
66,[34],Qe2+,,,,#-8#
67,[34],,Kh4,,,#8#
68,[35],Bf2+,,,,#-7#
69,[35],,Kh3,,,#7#
70,[36],Be1,,,,#-6#
