Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.2,0.2,
1,[1],,c5,0.6,-0.4,
2,[2],Nf3,,0.69,0.09,
3,[2],,e6,0.7,-0.01,
4,[3],Nc3,,0.99,0.29,
5,[3],,a6,0.9,0.09,
6,[4],Be2,,1.24,0.34,
7,[4],,Nc6,0.76,0.48,
8,[5],d4,,0.67,-0.09,
9,[5],,cxd4,1.31,-0.64,
10,[6],Nxd4,,1.03,-0.28,
11,[6],,Qc7,1.26,-0.23,
12,[7],O-O,,-2.46,-3.72,Gaffe
13,[7],,Nf6,1.23,-3.69,Gaffe
14,[8],Be3,,-1.3,-2.53,Erreur
15,[8],,Be7,1.0,-2.3,Erreur
16,[9],f4,,0.72,-0.28,
17,[9],,d6,0.7,0.02,
18,[10],Kh1,,0.13,-0.57,
19,[10],,O-O,0.57,-0.44,
20,[11],Qe1,,-1.62,-2.19,Erreur
21,[11],,Nxd4,-1.62,0.0,
22,[12],Bxd4,,0.1,1.72,Erreur
23,[12],,b5,0.44,-0.34,
24,[13],Qg3,,0.51,0.07,
25,[13],,Bb7,0.52,-0.01,
26,[14],a3,,0.19,-0.33,
27,[14],,Rad8,0.32,-0.13,
28,[15],Rae1,,0.01,-0.31,
29,[15],,Rd7,0.56,-0.55,
30,[16],Bd3,,-7.13,-7.69,Gaffe
31,[16],,Qd8,0.28,-7.41,Gaffe
32,[17],Qh3,,0.15,-0.13,
33,[17],,g6,0.49,-0.34,
34,[18],f5,,0.52,0.03,
35,[18],,e5,0.47,0.05,
36,[19],Be3,,1.27,0.8,
37,[19],,Re8,0.55,0.72,
38,[20],fxg6,,0.3,-0.25,
39,[20],,hxg6,1.06,-0.76,
40,[21],Nd5,,-1.77,-2.83,Erreur
41,[21],,Nxd5,-1.39,-0.38,
42,[22],Rxf7,,-4.09,-2.7,Erreur
43,[22],,Kxf7,2.19,-6.28,Gaffe
44,[23],Qh7+,,0.5,-1.69,Erreur
45,[23],,Ke6,0.0,0.5,
46,[24],exd5+,,-1.08,-1.08,Erreur
47,[24],,Kxd5,2.34,-3.42,Gaffe
48,[25],Be4+,,0.29,-2.05,Erreur
49,[25],,Kxe4,0.1,0.19,
50,[26],Qf7,,-0.9,-1.0,
51,[26],,Bf6,-0.9,0.0,
52,[27],Bd2+,,0.0,0.9,
53,[27],,Kd4,-0.9,0.9,
54,[28],Be3+,,-0.9,0.0,
55,[28],,Ke4,-0.9,0.0,
56,[29],Qb3,,-2.26,-1.36,Erreur
57,[29],,Kf5,-0.9,-1.36,Erreur
58,[30],Rf1+,,-0.9,0.0,
59,[30],,Kg4,-0.9,0.0,
60,[31],Qd3,,-1.02,-0.12,
61,[31],,Bxg2+,0.0,-1.02,Erreur
62,[32],Kxg2,,0.0,0.0,
63,[32],,Qa8+,-0.01,0.01,
64,[33],Kg1,,0.82,0.83,
65,[33],,Bg5,0.0,0.82,
66,[34],Qe2+,,1.03,1.03,Erreur
67,[34],,Kh4,1.03,0.0,
68,[35],Bf2+,,1.03,0.0,
69,[35],,Kh3,1.75,-0.72,
70,[36],Be1,,1.37,-0.38,
