Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.36,0.36,
1,[1],,d5,0.64,-0.28,
2,[2],Nf3,,0.3,-0.34,
3,[2],,c6,1.03,-0.73,
4,[3],Bf4,,0.67,-0.36,
5,[3],,Bf5,1.21,-0.54,
6,[4],e3,,0.37,-0.84,
7,[4],,Qb6,0.77,-0.4,
8,[5],Bd3,,-0.14,-0.91,
9,[5],,Bxd3,0.38,-0.52,
10,[6],Qxd3,,-1.95,-2.33,Erreur
11,[6],,Qxb2,-1.95,0.0,
12,[7],O-O,,-3.7,-1.75,Erreur
13,[7],,e6,1.35,-5.05,Gaffe
14,[8],c4,,-3.93,-5.28,Gaffe
15,[8],,Nf6,0.96,-4.89,Gaffe
16,[9],Nbd2,,0.29,-0.67,
17,[9],,Qb6,2.6,-2.31,Erreur
18,[10],Rfb1,,1.03,-1.57,Erreur
19,[10],,Qa6,1.47,-0.44,
20,[11],Qb3,,1.2,-0.27,
21,[11],,b6,1.75,-0.55,
22,[12],a4,,0.74,-1.01,Erreur
23,[12],,Qa5,2.89,-2.15,Erreur
24,[13],Qc2,,0.68,-2.21,Erreur
25,[13],,dxc4,10.74,-10.06,Gaffe
26,[14],e4,,-1.33,-12.07,Gaffe
27,[14],,c3,8.24,-9.57,Gaffe
28,[15],Nc4,,0.11,-8.13,Gaffe
29,[15],,Qa6,0.79,-0.68,
30,[16],Qxc3,,-4.36,-5.15,Gaffe
31,[16],,Be7,3.35,-7.71,Gaffe
32,[17],Ncd2,,0.81,-2.54,Erreur
33,[17],,O-O,1.48,-0.67,
34,[18],Bxb8,,0.1,-1.38,Erreur
35,[18],,Raxb8,2.66,-2.56,Erreur
36,[19],Qxc6,,-4.85,-7.51,Gaffe
37,[19],,Rfc8,0.1,-4.95,Gaffe
38,[20],Qb5,,-1.32,-1.42,Erreur
39,[20],,Qb7,-0.04,-1.28,Erreur
40,[21],Qd3,,-0.16,-0.12,
41,[21],,Rc7,2.48,-2.64,Erreur
42,[22],Rc1,,-0.23,-2.71,Erreur
43,[22],,Rbc8,-0.29,0.06,
44,[23],Rxc7,,-0.25,0.04,
45,[23],,Rxc7,2.31,-2.56,Erreur
46,[24],h3,,-0.54,-2.85,Erreur
47,[24],,Qc8,0.24,-0.78,
48,[25],Qb5,,-1.67,-1.91,Erreur
49,[25],,h6,0.05,-1.72,Erreur
50,[26],g3,,-1.67,-1.72,Erreur
51,[26],,Rc2,0.18,-1.85,Erreur
52,[27],Kg2,,-5.75,-5.93,Gaffe
53,[27],,Qc3,-0.55,-5.2,Gaffe
54,[28],Rd1,,-4.89,-4.34,Gaffe
55,[28],,Qb4,0.37,-5.26,Gaffe
56,[29],Rb1,,-2.13,-2.5,Erreur
57,[29],,Qc3,0.61,-2.74,Erreur
58,[30],Rd1,,-4.89,-5.5,Gaffe
59,[30],,Rb2,0.43,-5.32,Gaffe
60,[31],Qe5,,-7.23,-7.66,Gaffe
61,[31],,Nd7,-0.28,-6.95,Gaffe
62,[32],Qf4,,-3.22,-2.94,Erreur
63,[32],,g5,-0.25,-2.97,Erreur
64,[33],Qe3,,-4.97,-4.72,Gaffe
65,[33],,Qxe3,-0.28,-4.69,Gaffe
66,[34],fxe3,,-1.1,-0.82,
67,[34],,Bb4,-0.32,-0.78,
68,[35],Kf1,,-1.57,-1.25,Erreur
69,[35],,Ra2,-1.08,-0.49,
70,[36],e5,,-1.4,-0.32,
71,[36],,f5,-0.72,-0.68,
72,[37],g4,,-1.18,-0.46,
73,[37],,Kf8,-0.26,-0.92,
74,[38],Ke2,,-0.73,-0.47,
75,[38],,Rxa4,-0.13,-0.6,
76,[39],Rc1,,-0.66,-0.53,
77,[39],,Ra2,-0.53,-0.13,
78,[40],Rc8+,,-1.24,-0.71,
79,[40],,Ke7,-0.89,-0.35,
80,[41],Rh8,,-0.98,-0.09,
81,[41],,a5,0.13,-1.11,Erreur
82,[42],Rh7+,,-0.11,-0.24,
83,[42],,Kd8,0.13,-0.24,
84,[43],Rxh6,,-0.46,-0.59,
85,[43],,Nf8,1.08,-1.54,Erreur
86,[44],Kd3,,-0.17,-1.25,Erreur
87,[44],,b5,0.27,-0.44,
88,[45],Rh8,,-0.34,-0.61,
89,[45],,a4,0.1,-0.44,
90,[46],Rg8,,-0.4,-0.5,
91,[46],,a3,1.73,-2.13,Erreur
92,[47],gxf5,,1.73,0.0,
93,[47],,exf5,1.98,-0.25,
94,[48],Rxg5,,1.45,-0.53,
95,[48],,Ra1,1.63,-0.18,
96,[49],Rg7,,-0.29,-1.92,Erreur
97,[49],,Rc1,0.96,-1.25,Erreur
98,[50],Ra7,,0.77,-0.19,
99,[50],,Ne6,1.27,-0.5,
100,[51],h4,,0.52,-0.75,
101,[51],,Rc3+,1.14,-0.62,
