Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.06,0.06,
1,[1],,d5,0.59,-0.53,
2,[2],Nf3,,0.06,-0.53,
3,[2],,c6,1.11,-1.05,Erreur
4,[3],Bf4,,0.56,-0.55,
5,[3],,Bf5,1.19,-0.63,
6,[4],e3,,0.15,-1.04,Erreur
7,[4],,Qb6,0.78,-0.63,
8,[5],Bd3,,-0.18,-0.96,
9,[5],,Bxd3,0.56,-0.74,
10,[6],Qxd3,,-1.95,-2.51,Erreur
11,[6],,Qxb2,-3.7,1.75,Erreur
12,[7],O-O,,-4.14,-0.44,
13,[7],,e6,1.22,-5.36,Gaffe
14,[8],c4,,-3.86,-5.08,Gaffe
15,[8],,Nf6,0.87,-4.73,Gaffe
16,[9],Nbd2,,0.46,-0.41,
17,[9],,Qb6,2.6,-2.14,Erreur
18,[10],Rfb1,,1.47,-1.13,Erreur
19,[10],,Qa6,1.39,0.08,
20,[11],Qb3,,1.2,-0.19,
21,[11],,b6,1.54,-0.34,
22,[12],a4,,0.81,-0.73,
23,[12],,Qa5,2.89,-2.08,Erreur
24,[13],Qc2,,0.74,-2.15,Erreur
25,[13],,dxc4,10.74,-10.0,Gaffe
26,[14],e4,,-1.33,-12.07,Gaffe
27,[14],,c3,8.24,-9.57,Gaffe
28,[15],Nc4,,0.11,-8.13,Gaffe
29,[15],,Qa6,0.41,-0.3,
30,[16],Qxc3,,-4.36,-4.77,Gaffe
31,[16],,Be7,3.35,-7.71,Gaffe
32,[17],Ncd2,,1.39,-1.96,Erreur
33,[17],,O-O,3.07,-1.68,Erreur
34,[18],Bxb8,,0.14,-2.93,Erreur
35,[18],,Raxb8,1.93,-1.79,Erreur
36,[19],Qxc6,,-4.85,-6.78,Gaffe
37,[19],,Rfc8,0.1,-4.95,Gaffe
38,[20],Qb5,,-0.96,-1.06,Erreur
39,[20],,Qb7,-0.16,-0.8,
40,[21],Qd3,,0.16,0.32,
41,[21],,Rc7,2.32,-2.16,Erreur
42,[22],Rc1,,0.04,-2.28,Erreur
43,[22],,Rbc8,-0.25,0.29,
44,[23],Rxc7,,-0.12,0.13,
45,[23],,Rxc7,2.13,-2.25,Erreur
46,[24],h3,,-0.41,-2.54,Erreur
47,[24],,Qc8,0.24,-0.65,
48,[25],Qb5,,-0.48,-0.72,
49,[25],,h6,0.05,-0.53,
50,[26],g3,,-0.49,-0.54,
51,[26],,Rc2,0.18,-0.67,
52,[27],Kg2,,-4.93,-5.11,Gaffe
53,[27],,Qc3,-0.63,-4.3,Gaffe
54,[28],Rd1,,-4.89,-4.26,Gaffe
55,[28],,Qb4,0.37,-5.26,Gaffe
56,[29],Rb1,,-1.78,-2.15,Erreur
57,[29],,Qc3,0.61,-2.39,Erreur
58,[30],Rd1,,-4.89,-5.5,Gaffe
59,[30],,Rb2,0.5,-5.39,Gaffe
60,[31],Qe5,,-7.23,-7.73,Gaffe
61,[31],,Nd7,-0.34,-6.89,Gaffe
62,[32],Qf4,,-3.22,-2.88,Erreur
63,[32],,g5,-0.25,-2.97,Erreur
64,[33],Qe3,,-4.97,-4.72,Gaffe
65,[33],,Qxe3,-0.5,-4.47,Gaffe
66,[34],fxe3,,-1.1,-0.6,
67,[34],,Bb4,-0.44,-0.66,
68,[35],Kf1,,-1.48,-1.04,Erreur
69,[35],,Ra2,-1.31,-0.17,
70,[36],e5,,-1.4,-0.09,
71,[36],,f5,-0.97,-0.43,
72,[37],g4,,-1.18,-0.21,
73,[37],,Kf8,-0.06,-1.12,Erreur
74,[38],Ke2,,-0.73,-0.67,
75,[38],,Rxa4,-0.07,-0.66,
76,[39],Rc1,,-0.76,-0.69,
77,[39],,Ra2,-0.64,-0.12,
78,[40],Rc8+,,-1.24,-0.6,
79,[40],,Ke7,-0.89,-0.35,
80,[41],Rh8,,-0.68,0.21,
81,[41],,a5,0.16,-0.84,
82,[42],Rh7+,,0.13,-0.03,
