Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.19,0.19,
1,[1],,d5,0.13,0.06,
2,[2],Nf3,,0.29,0.16,
3,[2],,c6,0.45,-0.16,
4,[3],Bf4,,0.62,0.17,
5,[3],,Bf5,0.45,0.17,
6,[4],e3,,0.63,0.18,
7,[4],,Qb6,0.55,0.08,
8,[5],Bd3,,0.98,0.43,
9,[5],,Bxd3,0.62,0.36,
10,[6],Qxd3,,-0.01,-0.63,
11,[6],,Qxb2,-0.27,0.26,
12,[7],O-O,,-1.93,-1.66,Erreur
13,[7],,e6,1.18,-3.11,Gaffe
14,[8],c4,,-2.17,-3.35,Gaffe
15,[8],,Nf6,2.12,-4.29,Gaffe
16,[9],Nbd2,,0.85,-1.27,Erreur
17,[9],,Qb6,1.62,-0.77,
18,[10],Rfb1,,1.4,-0.22,
19,[10],,Qa6,0.58,0.82,
20,[11],Qb3,,0.48,-0.1,
21,[11],,b6,0.58,-0.1,
22,[12],a4,,0.33,-0.25,
23,[12],,Qa5,0.99,-0.66,
24,[13],Qc2,,1.93,0.94,
25,[13],,dxc4,1.52,0.41,
26,[14],e4,,1.55,0.03,
27,[14],,c3,0.19,1.36,Erreur
28,[15],Nc4,,0.57,0.38,
29,[15],,Qa6,1.31,-0.74,
30,[16],Qxc3,,1.15,-0.16,
31,[16],,Be7,1.01,0.14,
32,[17],Ncd2,,0.72,-0.29,
33,[17],,O-O,0.46,0.26,
34,[18],Bxb8,,0.07,-0.39,
35,[18],,Raxb8,0.57,-0.5,
36,[19],Qxc6,,0.02,-0.55,
37,[19],,Rfc8,-0.03,0.05,
38,[20],Qb5,,0.31,0.34,
39,[20],,Qb7,0.02,0.29,
40,[21],Qd3,,-0.08,-0.1,
41,[21],,Rc7,0.1,-0.18,
42,[22],Rc1,,-0.27,-0.37,
43,[22],,Rbc8,-0.42,0.15,
44,[23],Rxc7,,-0.49,-0.07,
45,[23],,Rxc7,-0.32,-0.17,
46,[24],h3,,-0.32,0.0,
47,[24],,Qc8,-0.31,-0.01,
48,[25],Qb5,,-0.58,-0.27,
49,[25],,h6,-0.39,-0.19,
50,[26],g3,,-0.65,-0.26,
51,[26],,Rc2,-2.01,1.36,Erreur
52,[27],Kg2,,-0.46,1.55,Erreur
53,[27],,Qc3,-0.7,0.24,
54,[28],Rd1,,0.0,0.7,
55,[28],,Qb4,0.47,-0.47,
56,[29],Rb1,,0.05,-0.42,
57,[29],,Qc3,0.11,-0.06,
58,[30],Rd1,,-0.39,-0.5,
59,[30],,Rb2,0.15,-0.54,
60,[31],Qe5,,-0.73,-0.88,
61,[31],,Nd7,-4.7,3.97,Gaffe
62,[32],Qf4,,-3.62,1.08,Erreur
63,[32],,g5,-0.78,-2.84,Erreur
64,[33],Qe3,,-0.86,-0.08,
65,[33],,Qxe3,-0.84,-0.02,
66,[34],fxe3,,-1.15,-0.31,
67,[34],,Bb4,-0.85,-0.3,
68,[35],Kf1,,-0.88,-0.03,
69,[35],,Ra2,-1.03,0.15,
70,[36],e5,,-1.14,-0.11,
71,[36],,f5,-1.09,-0.05,
72,[37],g4,,-1.02,0.07,
73,[37],,Kf8,-0.64,-0.38,
74,[38],Ke2,,-0.84,-0.2,
75,[38],,Rxa4,-0.7,-0.14,
76,[39],Rc1,,-0.7,0.0,
77,[39],,Ra2,-0.67,-0.03,
78,[40],Rc8+,,-0.21,0.46,
79,[40],,Ke7,-0.25,0.04,
80,[41],Rh8,,-0.07,0.18,
81,[41],,a5,0.12,-0.19,
82,[42],Rh7+,,-0.19,-0.31,
83,[42],,Kd8,-0.52,0.33,
84,[43],Rxh6,,0.15,0.67,
85,[43],,Nf8,0.0,0.15,
86,[44],Kd3,,0.0,0.0,
87,[44],,b5,0.07,-0.07,
88,[45],Rh8,,-0.5,-0.57,
89,[45],,a4,0.63,-1.13,Erreur
90,[46],Rg8,,-0.56,-1.19,Erreur
91,[46],,a3,-0.59,0.03,
92,[47],gxf5,,0.24,0.83,
93,[47],,exf5,0.49,-0.25,
94,[48],Rxg5,,0.37,-0.12,
95,[48],,Ra1,0.3,0.07,
96,[49],Rg7,,0.62,0.32,
97,[49],,Rc1,0.77,-0.15,
98,[50],Ra7,,0.67,-0.1,
99,[50],,Ne6,0.09,0.58,
100,[51],h4,,0.27,0.18,
101,[51],,Rc3+,0.6,-0.33,
102,[52],Ke2,,0.53,-0.07,
103,[52],,f4,0.29,0.24,
104,[53],exf4,,0.0,-0.29,
105,[53],,Nxf4+,0.09,-0.09,
106,[54],Kd1,,0.0,-0.09,
107,[54],,Kc8,-1.71,1.71,Erreur
108,[55],e6,,-1.86,-0.15,
109,[55],,Kb8,-0.78,-1.08,Erreur
110,[56],Ne4,,-6.31,-5.53,Gaffe
111,[56],,Rd3+,-5.52,-0.79,
112,[57],Kc2,,-6.74,-1.22,Erreur
113,[57],,Kxa7,-6.29,-0.45,
114,[58],Ne5,,-6.31,-0.02,
115,[58],,Re3,-6.1,-0.21,
116,[59],Nc6+,,-6.04,0.06,
117,[59],,Kb6,-5.98,-0.06,
118,[60],Nxb4,,-6.1,-0.12,
119,[60],,Rxe4,-6.75,0.65,
120,[61],d5,,-11.91,-5.16,Gaffe
121,[61],,Nxe6,-6.71,-5.2,Gaffe
122,[62],dxe6,,-6.18,0.53,
123,[62],,Rxb4,-6.55,0.37,
