Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.15,0.15,
1,[1],,d5,0.22,-0.07,
2,[2],Nf3,,0.18,-0.04,
3,[2],,c6,0.44,-0.26,
4,[3],Bf4,,0.36,-0.08,
5,[3],,Bf5,0.25,0.11,
6,[4],e3,,0.31,0.06,
7,[4],,Qb6,0.52,-0.21,
8,[5],Bd3,,0.26,-0.26,
9,[5],,Bxd3,0.26,0.0,
10,[6],Qxd3,,-0.35,-0.61,
11,[6],,Qxb2,-0.27,-0.08,
12,[7],O-O,,0.33,0.6,
13,[7],,e6,0.49,-0.16,
14,[8],c4,,0.22,-0.27,
15,[8],,Nf6,0.64,-0.42,
16,[9],Nbd2,,0.77,0.13,
17,[9],,Qb6,0.53,0.24,
18,[10],Rfb1,,0.63,0.1,
19,[10],,Qa6,0.54,0.09,
20,[11],Qb3,,0.49,-0.05,
21,[11],,b6,0.44,0.05,
22,[12],a4,,0.39,-0.05,
23,[12],,Qa5,0.84,-0.45,
24,[13],Qc2,,0.81,-0.03,
25,[13],,dxc4,0.9,-0.09,
26,[14],e4,,0.68,-0.22,
27,[14],,c3,0.62,0.06,
28,[15],Nc4,,0.79,0.17,
29,[15],,Qa6,0.65,0.14,
30,[16],Qxc3,,0.58,-0.07,
31,[16],,Be7,0.5,0.08,
32,[17],Ncd2,,0.03,-0.47,
33,[17],,O-O,-0.03,0.06,
34,[18],Bxb8,,-0.15,-0.12,
35,[18],,Raxb8,-0.15,0.0,
36,[19],Qxc6,,-0.25,-0.1,
37,[19],,Rfc8,-0.32,0.07,
38,[20],Qb5,,-0.14,0.18,
39,[20],,Qb7,-0.34,0.2,
40,[21],Qd3,,-0.37,-0.03,
41,[21],,Rc7,-0.06,-0.31,
42,[22],Rc1,,-0.64,-0.58,
43,[22],,Rbc8,-0.66,0.02,
44,[23],Rxc7,,-0.5,0.16,
45,[23],,Rxc7,-0.35,-0.15,
46,[24],h3,,-0.64,-0.29,
47,[24],,Qc8,-0.39,-0.25,
48,[25],Qb5,,-0.31,0.08,
49,[25],,h6,-0.49,0.18,
50,[26],g3,,-0.82,-0.33,
51,[26],,Rc2,-0.83,0.01,
52,[27],Kg2,,-0.79,0.04,
53,[27],,Qc3,-0.88,0.09,
54,[28],Rd1,,-0.87,0.01,
55,[28],,Qb4,-0.26,-0.61,
56,[29],Rb1,,-0.14,0.12,
57,[29],,Qc3,-0.27,0.13,
58,[30],Rd1,,-0.85,-0.58,
59,[30],,Rb2,-1.12,0.27,
60,[31],Qe5,,-1.53,-0.41,
61,[31],,Nd7,-2.12,0.59,
62,[32],Qf4,,-2.72,-0.6,
63,[32],,g5,-1.05,-1.67,Erreur
64,[33],Qe3,,-1.19,-0.14,
65,[33],,Qxe3,-1.08,-0.11,
66,[34],fxe3,,-1.06,0.02,
67,[34],,Bb4,-0.46,-0.6,
68,[35],Kf1,,-1.15,-0.69,
69,[35],,Ra2,-0.99,-0.16,
70,[36],e5,,-0.92,0.07,
71,[36],,f5,-0.9,-0.02,
72,[37],g4,,-0.94,-0.04,
73,[37],,Kf8,-0.77,-0.17,
74,[38],Ke2,,-0.67,0.1,
75,[38],,Rxa4,-0.67,0.0,
76,[39],Rc1,,-0.74,-0.07,
77,[39],,Ra2,-0.69,-0.05,
78,[40],Rc8+,,-0.7,-0.01,
79,[40],,Ke7,-0.27,-0.43,
80,[41],Rh8,,-0.53,-0.26,
81,[41],,a5,0.0,-0.53,
82,[42],Rh7+,,0.0,0.0,
83,[42],,Kd8,0.0,0.0,
84,[43],Rxh6,,0.0,0.0,
85,[43],,Nf8,0.0,0.0,
86,[44],Kd3,,-0.47,-0.47,
87,[44],,b5,-0.4,-0.07,
88,[45],Rh8,,-1.02,-0.62,
89,[45],,a4,-0.72,-0.3,
90,[46],Rg8,,-0.62,0.1,
91,[46],,a3,-1.34,0.72,
92,[47],gxf5,,-1.58,-0.24,
93,[47],,exf5,0.0,-1.58,Erreur
94,[48],Rxg5,,0.0,0.0,
95,[48],,Ra1,-0.42,0.42,
96,[49],Rg7,,0.0,0.42,
97,[49],,Rc1,-2.09,2.09,Erreur
98,[50],Ra7,,-2.11,-0.02,
99,[50],,Ne6,0.03,-2.14,Erreur
100,[51],h4,,-1.04,-1.07,Erreur
101,[51],,Rc3+,0.0,-1.04,Erreur
102,[52],Ke2,,-0.67,-0.67,
103,[52],,f4,-0.82,0.15,
104,[53],exf4,,-2.53,-1.71,Erreur
105,[53],,Nxf4+,-1.65,-0.88,
106,[54],Kd1,,-2.72,-1.07,Erreur
107,[54],,Kc8,-2.75,0.03,
108,[55],e6,,-3.48,-0.73,
109,[55],,Kb8,-3.67,0.19,
110,[56],Ne4,,-10.02,-6.35,Gaffe
111,[56],,Rd3+,-7.24,-2.78,Erreur
112,[57],Kc2,,-7.58,-0.34,
113,[57],,Kxa7,-7.33,-0.25,
114,[58],Ne5,,-7.63,-0.3,
115,[58],,Re3,-7.55,-0.08,
116,[59],Nc6+,,-7.52,0.03,
117,[59],,Kb6,-7.82,0.3,
118,[60],Nxb4,,-7.44,0.38,
119,[60],,Rxe4,-7.77,0.33,
120,[61],d5,,,,#6#
121,[61],,Nxe6,-16.38,16.38,Gaffe
122,[62],dxe6,,-45.18,-28.8,Gaffe
123,[62],,Rxb4,-45.18,0.0,
