Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.21,0.21,
1,[1],,d5,0.26,-0.05,
2,[2],Nf3,,0.19,-0.07,
3,[2],,c6,0.41,-0.22,
4,[3],Bf4,,0.41,0.0,
5,[3],,Bf5,0.53,-0.12,
6,[4],e3,,0.35,-0.18,
7,[4],,Qb6,0.48,-0.13,
8,[5],Bd3,,0.54,0.06,
9,[5],,Bxd3,0.28,0.26,
10,[6],Qxd3,,-0.33,-0.61,
11,[6],,Qxb2,-0.5,0.17,
12,[7],O-O,,0.17,0.67,
13,[7],,e6,0.6,-0.43,
14,[8],c4,,-1.16,-1.76,Erreur
15,[8],,Nf6,1.01,-2.17,Erreur
16,[9],Nbd2,,0.89,-0.12,
17,[9],,Qb6,0.73,0.16,
18,[10],Rfb1,,0.64,-0.09,
19,[10],,Qa6,0.67,-0.03,
20,[11],Qb3,,0.54,-0.13,
21,[11],,b6,0.31,0.23,
22,[12],a4,,0.32,0.01,
23,[12],,Qa5,0.87,-0.55,
24,[13],Qc2,,0.85,-0.02,
25,[13],,dxc4,0.85,0.0,
26,[14],e4,,0.63,-0.22,
27,[14],,c3,0.73,-0.1,
28,[15],Nc4,,0.71,-0.02,
29,[15],,Qa6,0.77,-0.06,
30,[16],Qxc3,,0.68,-0.09,
31,[16],,Be7,0.74,-0.06,
32,[17],Ncd2,,0.13,-0.61,
33,[17],,O-O,-0.03,0.16,
34,[18],Bxb8,,-0.13,-0.1,
35,[18],,Raxb8,0.0,-0.13,
36,[19],Qxc6,,-0.25,-0.25,
37,[19],,Rfc8,-0.25,0.0,
38,[20],Qb5,,-0.32,-0.07,
39,[20],,Qb7,-0.37,0.05,
40,[21],Qd3,,-0.37,0.0,
41,[21],,Rc7,0.0,-0.37,
42,[22],Rc1,,-0.72,-0.72,
43,[22],,Rbc8,-0.49,-0.23,
44,[23],Rxc7,,-0.56,-0.07,
45,[23],,Rxc7,-0.32,-0.24,
46,[24],h3,,-0.42,-0.1,
47,[24],,Qc8,-0.4,-0.02,
48,[25],Qb5,,-0.29,0.11,
49,[25],,h6,-0.36,0.07,
50,[26],g3,,-0.55,-0.19,
51,[26],,Rc2,-0.74,0.19,
52,[27],Kg2,,-0.71,0.03,
53,[27],,Qc3,-0.74,0.03,
54,[28],Rd1,,-1.03,-0.29,
55,[28],,Qb4,-0.18,-0.85,
56,[29],Rb1,,-0.06,0.12,
57,[29],,Qc3,-0.07,0.01,
58,[30],Rd1,,-0.98,-0.91,
59,[30],,Rb2,-0.82,-0.16,
60,[31],Qe5,,-1.49,-0.67,
61,[31],,Nd7,-1.89,0.4,
62,[32],Qf4,,-3.09,-1.2,Erreur
63,[32],,g5,-1.17,-1.92,Erreur
64,[33],Qe3,,-1.05,0.12,
65,[33],,Qxe3,-1.11,0.06,
66,[34],fxe3,,-1.13,-0.02,
67,[34],,Bb4,-0.62,-0.51,
68,[35],Kf1,,-1.17,-0.55,
69,[35],,Ra2,-0.95,-0.22,
70,[36],e5,,-1.06,-0.11,
71,[36],,f5,-0.84,-0.22,
72,[37],g4,,-0.99,-0.15,
73,[37],,Kf8,-0.87,-0.12,
74,[38],Ke2,,-0.77,0.1,
75,[38],,Rxa4,-0.66,-0.11,
76,[39],Rc1,,-0.67,-0.01,
77,[39],,Ra2,-0.58,-0.09,
78,[40],Rc8+,,-0.72,-0.14,
79,[40],,Ke7,0.0,-0.72,
80,[41],Rh8,,-0.6,-0.6,
81,[41],,a5,0.0,-0.6,
82,[42],Rh7+,,0.0,0.0,
83,[42],,Kd8,0.0,0.0,
84,[43],Rxh6,,0.0,0.0,
85,[43],,Nf8,0.0,0.0,
86,[44],Kd3,,-0.23,-0.23,
87,[44],,b5,-0.55,0.32,
88,[45],Rh8,,-1.0,-0.45,
89,[45],,a4,-0.2,-0.8,
90,[46],Rg8,,-0.4,-0.2,
91,[46],,a3,0.22,-0.62,
92,[47],gxf5,,0.0,-0.22,
93,[47],,exf5,0.42,-0.42,
94,[48],Rxg5,,0.32,-0.1,
95,[48],,Ra1,0.0,0.32,
96,[49],Rg7,,0.0,0.0,
97,[49],,Rc1,-2.0,2.0,Erreur
98,[50],Ra7,,-2.02,-0.02,
99,[50],,Ne6,0.25,-2.27,Erreur
100,[51],h4,,-0.68,-0.93,
101,[51],,Rc3+,0.0,-0.68,
102,[52],Ke2,,0.0,0.0,
103,[52],,f4,-0.68,0.68,
104,[53],exf4,,-0.58,0.1,
105,[53],,Nxf4+,-0.84,0.26,
106,[54],Kd1,,0.0,0.84,
107,[54],,Kc8,-2.56,2.56,Erreur
108,[55],e6,,-1.44,1.12,Erreur
109,[55],,Kb8,-3.39,1.95,Erreur
110,[56],Ne4,,-7.06,-3.67,Gaffe
111,[56],,Rd3+,-7.02,-0.04,
112,[57],Kc2,,-7.2,-0.18,
113,[57],,Kxa7,-7.31,0.11,
114,[58],Ne5,,-7.12,0.19,
115,[58],,Re3,-7.45,0.33,
116,[59],Nc6+,,-7.42,0.03,
117,[59],,Kb6,-7.51,0.09,
118,[60],Nxb4,,-7.31,0.2,
119,[60],,Rxe4,-7.51,0.2,
120,[61],d5,,,,#7#
121,[61],,Nxe6,-12.59,12.59,Gaffe
122,[62],dxe6,,-45.18,-32.59,Gaffe
123,[62],,Rxb4,-45.18,0.0,
