Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.25,0.25,
1,[1],,c5,0.42,-0.17,
2,[2],Nf3,,0.7,0.28,
3,[2],,e6,0.88,-0.18,
4,[3],Nc3,,0.54,-0.34,
5,[3],,a6,0.87,-0.33,
6,[4],Be2,,0.97,0.1,
7,[4],,Nc6,0.83,0.14,
8,[5],d4,,0.86,0.03,
9,[5],,cxd4,0.91,-0.05,
10,[6],Nxd4,,0.79,-0.12,
11,[6],,Qc7,0.91,-0.12,
12,[7],O-O,,0.79,-0.12,
13,[7],,Nf6,0.73,0.06,
14,[8],Be3,,0.87,0.14,
15,[8],,Be7,0.66,0.21,
16,[9],f4,,0.63,-0.03,
17,[9],,d6,0.6,0.03,
18,[10],Kh1,,0.13,-0.47,
19,[10],,O-O,0.13,0.0,
20,[11],Qe1,,0.09,-0.04,
21,[11],,Nxd4,-0.01,0.1,
22,[12],Bxd4,,0.32,0.33,
23,[12],,b5,0.29,0.03,
24,[13],Qg3,,0.29,0.0,
25,[13],,Bb7,0.32,-0.03,
26,[14],a3,,-0.12,-0.44,
27,[14],,Rad8,0.07,-0.19,
28,[15],Rae1,,-0.1,-0.17,
29,[15],,Rd7,0.21,-0.31,
30,[16],Bd3,,-0.16,-0.37,
31,[16],,Qd8,0.21,-0.37,
32,[17],Qh3,,0.15,-0.06,
33,[17],,g6,1.19,-1.04,Erreur
34,[18],f5,,0.48,-0.71,
35,[18],,e5,0.54,-0.06,
36,[19],Be3,,0.56,0.02,
37,[19],,Re8,1.14,-0.58,
38,[20],fxg6,,0.31,-0.83,
39,[20],,hxg6,1.12,-0.81,
40,[21],Nd5,,0.2,-0.92,
41,[21],,Nxd5,0.0,0.2,
42,[22],Rxf7,,0.0,0.0,
43,[22],,Kxf7,0.0,0.0,
44,[23],Qh7+,,0.0,0.0,
45,[23],,Ke6,0.0,0.0,
46,[24],exd5+,,-0.67,-0.67,
47,[24],,Kxd5,-1.15,0.48,
48,[25],Be4+,,-1.22,-0.07,
49,[25],,Kxe4,-1.02,-0.2,
50,[26],Qf7,,-0.01,1.01,Erreur
51,[26],,Bf6,0.0,-0.01,
52,[27],Bd2+,,0.0,0.0,
53,[27],,Kd4,0.0,0.0,
54,[28],Be3+,,-0.01,-0.01,
55,[28],,Ke4,0.0,-0.01,
56,[29],Qb3,,-2.27,-2.27,Erreur
57,[29],,Kf5,0.0,-2.27,Erreur
58,[30],Rf1+,,0.0,0.0,
59,[30],,Kg4,0.0,0.0,
60,[31],Qd3,,0.0,0.0,
61,[31],,Bxg2+,0.55,-0.55,
62,[32],Kxg2,,0.0,-0.55,
63,[32],,Qa8+,2.67,-2.67,Erreur
64,[33],Kg1,,1.09,-1.58,Erreur
65,[33],,Bg5,0.31,0.78,
66,[34],Qe2+,,0.86,0.55,
67,[34],,Kh4,1.35,-0.49,
68,[35],Bf2+,,0.39,-0.96,
69,[35],,Kh3,0.54,-0.15,
70,[36],Be1,,,,#-7#
