Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.2,0.2,
1,[1],,d5,0.25,-0.05,
2,[2],Nf3,,0.21,-0.04,
3,[2],,c6,0.44,-0.23,
4,[3],Bf4,,0.38,-0.06,
5,[3],,Bf5,0.32,0.06,
6,[4],e3,,0.32,0.0,
7,[4],,Qb6,0.6,-0.28,
8,[5],Bd3,,0.31,-0.29,
9,[5],,Bxd3,0.28,0.03,
10,[6],Qxd3,,-0.36,-0.64,
11,[6],,Qxb2,-0.4,0.04,
12,[7],O-O,,0.19,0.59,
13,[7],,e6,0.57,-0.38,
14,[8],c4,,-1.21,-1.78,Erreur
15,[8],,Nf6,0.75,-1.96,Erreur
16,[9],Nbd2,,0.8,0.05,
17,[9],,Qb6,0.82,-0.02,
18,[10],Rfb1,,0.68,-0.14,
19,[10],,Qa6,0.53,0.15,
20,[11],Qb3,,0.49,-0.04,
21,[11],,b6,0.32,0.17,
22,[12],a4,,0.46,0.14,
23,[12],,Qa5,0.72,-0.26,
24,[13],Qc2,,0.91,0.19,
25,[13],,dxc4,0.87,0.04,
26,[14],e4,,0.74,-0.13,
27,[14],,c3,0.67,0.07,
28,[15],Nc4,,0.68,0.01,
29,[15],,Qa6,0.6,0.08,
30,[16],Qxc3,,0.68,0.08,
31,[16],,Be7,0.68,0.0,
32,[17],Ncd2,,0.1,-0.58,
33,[17],,O-O,-0.01,0.11,
34,[18],Bxb8,,-0.18,-0.17,
35,[18],,Raxb8,-0.11,-0.07,
36,[19],Qxc6,,-0.32,-0.21,
37,[19],,Rfc8,-0.24,-0.08,
38,[20],Qb5,,-0.36,-0.12,
39,[20],,Qb7,-0.37,0.01,
40,[21],Qd3,,-0.18,0.19,
41,[21],,Rc7,-0.03,-0.15,
42,[22],Rc1,,-0.62,-0.59,
43,[22],,Rbc8,-0.56,-0.06,
44,[23],Rxc7,,-0.55,0.01,
45,[23],,Rxc7,-0.35,-0.2,
46,[24],h3,,-0.62,-0.27,
47,[24],,Qc8,-0.45,-0.17,
48,[25],Qb5,,-0.31,0.14,
49,[25],,h6,-0.37,0.06,
50,[26],g3,,-0.89,-0.52,
51,[26],,Rc2,-0.69,-0.2,
52,[27],Kg2,,-0.79,-0.1,
53,[27],,Qc3,-0.62,-0.17,
54,[28],Rd1,,-1.03,-0.41,
55,[28],,Qb4,-0.22,-0.81,
56,[29],Rb1,,-0.09,0.13,
57,[29],,Qc3,-0.18,0.09,
58,[30],Rd1,,-0.87,-0.69,
59,[30],,Rb2,-0.93,0.06,
60,[31],Qe5,,-1.44,-0.51,
61,[31],,Nd7,-1.76,0.32,
62,[32],Qf4,,-3.15,-1.39,Erreur
63,[32],,g5,-1.11,-2.04,Erreur
64,[33],Qe3,,-1.08,0.03,
65,[33],,Qxe3,-1.14,0.06,
66,[34],fxe3,,-1.05,0.09,
67,[34],,Bb4,-0.39,-0.66,
68,[35],Kf1,,-1.22,-0.83,
69,[35],,Ra2,-0.94,-0.28,
70,[36],e5,,-1.14,-0.2,
71,[36],,f5,-0.87,-0.27,
72,[37],g4,,-0.86,0.01,
73,[37],,Kf8,-0.82,-0.04,
74,[38],Ke2,,-0.89,-0.07,
75,[38],,Rxa4,-0.65,-0.24,
76,[39],Rc1,,-0.81,-0.16,
77,[39],,Ra2,-0.58,-0.23,
78,[40],Rc8+,,-0.68,-0.1,
79,[40],,Ke7,0.0,-0.68,
80,[41],Rh8,,-0.53,-0.53,
81,[41],,a5,0.0,-0.53,
82,[42],Rh7+,,0.0,0.0,
83,[42],,Kd8,0.0,0.0,
84,[43],Rxh6,,0.0,0.0,
85,[43],,Nf8,0.0,0.0,
86,[44],Kd3,,-0.3,-0.3,
87,[44],,b5,-0.23,-0.07,
88,[45],Rh8,,-1.01,-0.78,
89,[45],,a4,-0.36,-0.65,
90,[46],Rg8,,-0.36,0.0,
91,[46],,a3,-1.18,0.82,
92,[47],gxf5,,0.0,1.18,Erreur
93,[47],,exf5,0.0,0.0,
94,[48],Rxg5,,0.15,0.15,
95,[48],,Ra1,0.0,0.15,
96,[49],Rg7,,0.0,0.0,
97,[49],,Rc1,-1.99,1.99,Erreur
98,[50],Ra7,,-2.11,-0.12,
99,[50],,Ne6,0.0,-2.11,Erreur
100,[51],h4,,-0.6,-0.6,
101,[51],,Rc3+,0.09,-0.69,
102,[52],Ke2,,0.0,-0.09,
103,[52],,f4,-0.75,0.75,
104,[53],exf4,,-2.0,-1.25,Erreur
105,[53],,Nxf4+,-1.58,-0.42,
106,[54],Kd1,,-2.51,-0.93,
107,[54],,Kc8,-2.72,0.21,
108,[55],e6,,-3.31,-0.59,
109,[55],,Kb8,-3.5,0.19,
110,[56],Ne4,,-9.11,-5.61,Gaffe
111,[56],,Rd3+,-7.15,-1.96,Erreur
112,[57],Kc2,,-7.24,-0.09,
113,[57],,Kxa7,-7.3,0.06,
114,[58],Ne5,,-7.35,-0.05,
115,[58],,Re3,-7.52,0.17,
116,[59],Nc6+,,-7.47,0.05,
117,[59],,Kb6,-7.74,0.27,
118,[60],Nxb4,,-7.42,0.32,
119,[60],,Rxe4,-7.7,0.28,
120,[61],d5,,,,#7#
121,[61],,Nxe6,-14.14,14.14,Gaffe
122,[62],dxe6,,-45.18,-31.04,Gaffe
123,[62],,Rxb4,-45.18,0.0,
