Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,-0.01,-0.01,
1,[1],,d5,0.56,-0.57,
2,[2],Nf3,,0.39,-0.17,
3,[2],,c6,0.55,-0.16,
4,[3],Bf4,,0.41,-0.14,
5,[3],,Bf5,1.16,-0.75,
6,[4],e3,,0.37,-0.79,
7,[4],,Qb6,0.63,-0.26,
8,[5],Bd3,,0.43,-0.2,
9,[5],,Bxd3,0.79,-0.36,
10,[6],Qxd3,,-4.11,-4.9,Gaffe
11,[6],,Qxb2,-3.99,-0.12,
12,[7],O-O,,-3.87,0.12,
13,[7],,e6,1.31,-5.18,Gaffe
14,[8],c4,,-3.85,-5.16,Gaffe
15,[8],,Nf6,0.59,-4.44,Gaffe
16,[9],Nbd2,,0.22,-0.37,
17,[9],,Qb6,2.64,-2.42,Erreur
18,[10],Rfb1,,1.26,-1.38,Erreur
19,[10],,Qa6,0.99,0.27,
20,[11],Qb3,,1.44,0.45,
21,[11],,b6,0.82,0.62,
22,[12],a4,,0.46,-0.36,
23,[12],,Qa5,0.8,-0.34,
24,[13],Qc2,,1.54,0.74,
25,[13],,dxc4,9.67,-8.13,Gaffe
26,[14],e4,,0.33,-9.34,Gaffe
27,[14],,c3,8.28,-7.95,Gaffe
28,[15],Nc4,,0.44,-7.84,Gaffe
29,[15],,Qa6,0.32,0.12,
30,[16],Qxc3,,-5.42,-5.74,Gaffe
31,[16],,Be7,2.34,-7.76,Gaffe
32,[17],Ncd2,,1.09,-1.25,Erreur
33,[17],,O-O,0.79,0.3,
34,[18],Bxb8,,2.46,1.67,Erreur
35,[18],,Raxb8,0.39,2.07,Erreur
36,[19],Qxc6,,-4.18,-4.57,Gaffe
37,[19],,Rfc8,1.17,-5.35,Gaffe
38,[20],Qb5,,0.47,-0.7,
39,[20],,Qb7,0.42,0.05,
40,[21],Qd3,,0.84,0.42,
41,[21],,Rc7,2.73,-1.89,Erreur
42,[22],Rc1,,0.4,-2.33,Erreur
43,[22],,Rbc8,2.03,-1.63,Erreur
44,[23],Rxc7,,-0.18,-2.21,Erreur
45,[23],,Rxc7,0.55,-0.73,
46,[24],h3,,0.05,-0.5,
47,[24],,Qc8,-0.48,0.53,
48,[25],Qb5,,-2.27,-1.79,Erreur
49,[25],,h6,-0.15,-2.12,Erreur
50,[26],g3,,-0.39,-0.24,
51,[26],,Rc2,-0.54,0.15,
52,[27],Kg2,,-1.87,-1.33,Erreur
53,[27],,Qc3,0.16,-2.03,Erreur
54,[28],Rd1,,-0.38,-0.54,
55,[28],,Qb4,-0.13,-0.25,
56,[29],Rb1,,0.08,0.21,
57,[29],,Qc3,1.48,-1.4,Erreur
58,[30],Rd1,,-0.38,-1.86,Erreur
59,[30],,Rb2,1.37,-1.75,Erreur
60,[31],Qe5,,-5.24,-6.61,Gaffe
61,[31],,Nd7,-3.57,-1.67,Erreur
62,[32],Qf4,,-6.41,-2.84,Erreur
63,[32],,g5,-0.68,-5.73,Gaffe
64,[33],Qe3,,-5.41,-4.73,Gaffe
65,[33],,Qxe3,-0.76,-4.65,Gaffe
66,[34],fxe3,,-0.44,0.32,
67,[34],,Bb4,-0.53,0.09,
