Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.61,0.61,
1,[1],,c5,0.7,-0.09,
2,[2],Nf3,,0.65,-0.05,
3,[2],,e6,0.48,0.17,
4,[3],Nc3,,0.5,0.02,
5,[3],,a6,1.07,-0.57,
6,[4],Be2,,0.44,-0.63,
7,[4],,Nc6,0.71,-0.27,
8,[5],d4,,0.84,0.13,
9,[5],,cxd4,0.88,-0.04,
10,[6],Nxd4,,1.08,0.2,
11,[6],,Qc7,0.79,0.29,
12,[7],O-O,,-2.08,-2.87,Erreur
13,[7],,Nf6,0.93,-3.01,Gaffe
14,[8],Be3,,0.21,-0.72,
15,[8],,Be7,0.93,-0.72,
16,[9],f4,,0.64,-0.29,
17,[9],,d6,0.72,-0.08,
18,[10],Kh1,,0.07,-0.65,
19,[10],,O-O,0.2,-0.13,
20,[11],Qe1,,-0.14,-0.34,
21,[11],,Nxd4,-0.08,-0.06,
22,[12],Bxd4,,0.39,0.47,
23,[12],,b5,0.34,0.05,
24,[13],Qg3,,0.72,0.38,
25,[13],,Bb7,0.74,-0.02,
26,[14],a3,,-0.15,-0.89,
27,[14],,Rad8,0.4,-0.55,
28,[15],Rae1,,-0.02,-0.42,
29,[15],,Rd7,0.37,-0.39,
30,[16],Bd3,,-0.14,-0.51,
31,[16],,Qd8,0.18,-0.32,
32,[17],Qh3,,0.07,-0.11,
33,[17],,g6,0.84,-0.77,
34,[18],f5,,0.48,-0.36,
35,[18],,e5,0.51,-0.03,
36,[19],Be3,,0.5,-0.01,
37,[19],,Re8,0.72,-0.22,
38,[20],fxg6,,0.37,-0.35,
39,[20],,hxg6,0.37,0.0,
40,[21],Nd5,,0.75,0.38,
41,[21],,Nxd5,-1.32,2.07,Erreur
42,[22],Rxf7,,0.0,1.32,Erreur
43,[22],,Kxf7,0.0,0.0,
44,[23],Qh7+,,0.0,0.0,
45,[23],,Ke6,0.17,-0.17,
46,[24],exd5+,,0.1,-0.07,
47,[24],,Kxd5,-0.48,0.58,
48,[25],Be4+,,0.08,0.56,
49,[25],,Kxe4,0.27,-0.19,
50,[26],Qf7,,0.0,-0.27,
51,[26],,Bf6,-0.01,0.01,
52,[27],Bd2+,,0.0,0.01,
53,[27],,Kd4,0.0,0.0,
54,[28],Be3+,,0.0,0.0,
55,[28],,Ke4,-0.01,0.01,
56,[29],Qb3,,-1.02,-1.01,Erreur
57,[29],,Kf5,-1.8,0.78,
58,[30],Rf1+,,0.0,1.8,Erreur
59,[30],,Kg4,0.0,0.0,
60,[31],Qd3,,0.0,0.0,
61,[31],,Bxg2+,-1.89,1.89,Erreur
62,[32],Kxg2,,1.87,3.76,Gaffe
63,[32],,Qa8+,1.09,0.78,
64,[33],Kg1,,1.03,-0.06,
65,[33],,Bg5,0.0,1.03,Erreur
66,[34],Qe2+,,1.75,1.75,Erreur
67,[34],,Kh4,1.68,0.07,
68,[35],Bf2+,,1.72,0.04,
69,[35],,Kh3,0.53,1.19,Erreur
70,[36],Be1,,3.34,2.81,Erreur
