Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.32,0.32,
1,[1],,c5,0.44,-0.12,
2,[2],Nf3,,0.47,0.03,
3,[2],,e6,0.55,-0.08,
4,[3],Nc3,,0.6,0.05,
5,[3],,a6,0.9,-0.3,
6,[4],Be2,,0.52,-0.38,
7,[4],,Nc6,0.89,-0.37,
8,[5],d4,,0.81,-0.08,
9,[5],,cxd4,0.6,0.21,
10,[6],Nxd4,,0.47,-0.13,
11,[6],,Qc7,0.54,-0.07,
12,[7],O-O,,0.49,-0.05,
13,[7],,Nf6,0.6,-0.11,
14,[8],Be3,,0.36,-0.24,
15,[8],,Be7,0.36,0.0,
16,[9],f4,,0.6,0.24,
17,[9],,d6,0.56,0.04,
18,[10],Kh1,,0.14,-0.42,
19,[10],,O-O,0.14,0.0,
20,[11],Qe1,,0.14,0.0,
21,[11],,Nxd4,0.23,-0.09,
22,[12],Bxd4,,0.09,-0.14,
23,[12],,b5,0.13,-0.04,
24,[13],Qg3,,0.1,-0.03,
25,[13],,Bb7,0.21,-0.11,
26,[14],a3,,0.12,-0.09,
27,[14],,Rad8,0.16,-0.04,
28,[15],Rae1,,0.23,0.07,
29,[15],,Rd7,0.25,-0.02,
30,[16],Bd3,,0.24,-0.01,
31,[16],,Qd8,0.16,0.08,
32,[17],Qh3,,0.04,-0.12,
33,[17],,g6,0.62,-0.58,
34,[18],f5,,0.65,0.03,
35,[18],,e5,0.45,0.2,
36,[19],Be3,,0.62,0.17,
37,[19],,Re8,1.17,-0.55,
38,[20],fxg6,,0.74,-0.43,
39,[20],,hxg6,0.87,-0.13,
40,[21],Nd5,,0.0,-0.87,
41,[21],,Nxd5,0.0,0.0,
42,[22],Rxf7,,0.0,0.0,
43,[22],,Kxf7,0.0,0.0,
44,[23],Qh7+,,0.0,0.0,
45,[23],,Ke6,0.0,0.0,
46,[24],exd5+,,0.0,0.0,
47,[24],,Kxd5,0.0,0.0,
48,[25],Be4+,,0.0,0.0,
49,[25],,Kxe4,0.0,0.0,
50,[26],Qf7,,0.0,0.0,
51,[26],,Bf6,0.0,0.0,
52,[27],Bd2+,,0.0,0.0,
53,[27],,Kd4,0.0,0.0,
54,[28],Be3+,,0.0,0.0,
55,[28],,Ke4,0.0,0.0,
56,[29],Qb3,,0.0,0.0,
57,[29],,Kf5,0.0,0.0,
58,[30],Rf1+,,0.0,0.0,
59,[30],,Kg4,0.0,0.0,
60,[31],Qd3,,0.0,0.0,
61,[31],,Bxg2+,1.55,-1.55,Erreur
62,[32],Kxg2,,3.51,1.96,Erreur
63,[32],,Qa8+,3.15,0.36,
64,[33],Kg1,,0.0,-3.15,Gaffe
65,[33],,Bg5,0.0,0.0,
66,[34],Qe2+,,0.5,0.5,
67,[34],,Kh4,0.0,0.5,
68,[35],Bf2+,,0.36,0.36,
69,[35],,Kh3,0.0,0.36,
70,[36],Be1,,,,#-6#
