Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,-0.05,-0.05,
1,[1],,c5,0.78,-0.83,
2,[2],Nf3,,0.53,-0.25,
3,[2],,e6,1.35,-0.82,
4,[3],Nc3,,1.18,-0.17,
5,[3],,a6,1.8,-0.62,
6,[4],Be2,,1.13,-0.67,
7,[4],,Nc6,1.6,-0.47,
8,[5],d4,,1.24,-0.36,
9,[5],,cxd4,3.54,-2.3,Erreur
10,[6],Nxd4,,1.2,-2.34,Erreur
11,[6],,Qc7,1.28,-0.08,
12,[7],O-O,,-2.06,-3.34,Gaffe
13,[7],,Nf6,1.1,-3.16,Gaffe
14,[8],Be3,,-1.3,-2.4,Erreur
15,[8],,Be7,1.06,-2.36,Erreur
16,[9],f4,,1.3,0.24,
17,[9],,d6,0.91,0.39,
18,[10],Kh1,,0.51,-0.4,
19,[10],,O-O,0.51,0.0,
20,[11],Qe1,,-0.01,-0.52,
21,[11],,Nxd4,-0.22,0.21,
22,[12],Bxd4,,-1.62,-1.4,Erreur
23,[12],,b5,3.22,-4.84,Gaffe
24,[13],Qg3,,0.44,-2.78,Erreur
25,[13],,Bb7,2.56,-2.12,Erreur
26,[14],a3,,0.36,-2.2,Erreur
27,[14],,Rad8,4.41,-4.05,Gaffe
28,[15],Rae1,,0.0,-4.41,Gaffe
29,[15],,Rd7,3.88,-3.88,Gaffe
30,[16],Bd3,,-6.44,-10.32,Gaffe
31,[16],,Qd8,2.26,-8.7,Gaffe
32,[17],Qh3,,-0.27,-2.53,Erreur
33,[17],,g6,1.33,-1.6,Erreur
34,[18],f5,,-1.98,-3.31,Gaffe
35,[18],,e5,1.25,-3.23,Gaffe
36,[19],Be3,,0.35,-0.9,
37,[19],,Re8,1.7,-1.35,Erreur
38,[20],fxg6,,0.67,-1.03,Erreur
39,[20],,hxg6,0.58,0.09,
40,[21],Nd5,,-1.32,-1.9,Erreur
41,[21],,Nxd5,0.47,-1.79,Erreur
42,[22],Rxf7,,-4.01,-4.48,Gaffe
43,[22],,Kxf7,0.23,-4.24,Gaffe
44,[23],Qh7+,,0.23,0.0,
45,[23],,Ke6,0.84,-0.61,
46,[24],exd5+,,0.84,0.0,
47,[24],,Kxd5,3.0,-2.16,Erreur
48,[25],Be4+,,-0.7,-3.7,Gaffe
49,[25],,Kxe4,0.29,-0.99,
50,[26],Qf7,,-0.9,-1.19,Erreur
51,[26],,Bf6,-0.9,0.0,
52,[27],Bd2+,,0.0,0.9,
53,[27],,Kd4,-0.9,0.9,
54,[28],Be3+,,-0.9,0.0,
55,[28],,Ke4,-0.9,0.0,
56,[29],Qb3,,-4.66,-3.76,Gaffe
57,[29],,Kf5,-4.95,0.29,
58,[30],Rf1+,,-4.2,0.75,
59,[30],,Kg4,-2.26,-1.94,Erreur
60,[31],Qd3,,-1.77,0.49,
61,[31],,Bxg2+,0.0,-1.77,Erreur
62,[32],Kxg2,,0.43,0.43,
63,[32],,Qa8+,1.31,-0.88,
64,[33],Kg1,,1.27,-0.04,
65,[33],,Bg5,6.15,-4.88,Gaffe
66,[34],Qe2+,,0.36,-5.79,Gaffe
67,[34],,Kh4,0.82,-0.46,
68,[35],Bf2+,,0.82,0.0,
69,[35],,Kh3,1.03,-0.21,
70,[36],Be1,,1.8,0.77,
