Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.28,0.28,
1,[1],,c5,0.31,-0.03,
2,[2],Nf3,,0.37,0.06,
3,[2],,e6,0.32,0.05,
4,[3],Nc3,,0.29,-0.03,
5,[3],,a6,0.6,-0.31,
6,[4],Be2,,0.46,-0.14,
7,[4],,Nc6,0.44,0.02,
8,[5],d4,,0.46,0.02,
9,[5],,cxd4,0.45,0.01,
10,[6],Nxd4,,0.44,-0.01,
11,[6],,Qc7,0.4,0.04,
12,[7],O-O,,0.48,0.08,
13,[7],,Nf6,0.31,0.17,
14,[8],Be3,,0.42,0.11,
15,[8],,Be7,0.32,0.1,
16,[9],f4,,0.33,0.01,
17,[9],,d6,0.27,0.06,
18,[10],Kh1,,0.1,-0.17,
19,[10],,O-O,0.17,-0.07,
20,[11],Qe1,,0.09,-0.08,
21,[11],,Nxd4,0.17,-0.08,
22,[12],Bxd4,,0.16,-0.01,
23,[12],,b5,0.06,0.1,
24,[13],Qg3,,0.21,0.15,
25,[13],,Bb7,0.17,0.04,
26,[14],a3,,0.11,-0.06,
27,[14],,Rad8,0.18,-0.07,
28,[15],Rae1,,0.1,-0.08,
29,[15],,Rd7,0.25,-0.15,
30,[16],Bd3,,0.18,-0.07,
31,[16],,Qd8,0.18,0.0,
32,[17],Qh3,,0.1,-0.08,
33,[17],,g6,0.59,-0.49,
34,[18],f5,,0.78,0.19,
35,[18],,e5,0.81,-0.03,
36,[19],Be3,,0.84,0.03,
37,[19],,Re8,1.02,-0.18,
38,[20],fxg6,,0.75,-0.27,
39,[20],,hxg6,0.84,-0.09,
40,[21],Nd5,,0.0,-0.84,
41,[21],,Nxd5,0.0,0.0,
42,[22],Rxf7,,0.0,0.0,
43,[22],,Kxf7,0.0,0.0,
44,[23],Qh7+,,0.0,0.0,
45,[23],,Ke6,0.0,0.0,
46,[24],exd5+,,0.0,0.0,
47,[24],,Kxd5,0.0,0.0,
48,[25],Be4+,,0.0,0.0,
49,[25],,Kxe4,0.0,0.0,
50,[26],Qf7,,0.0,0.0,
51,[26],,Bf6,0.0,0.0,
52,[27],Bd2+,,0.0,0.0,
53,[27],,Kd4,0.0,0.0,
54,[28],Be3+,,0.0,0.0,
55,[28],,Ke4,0.0,0.0,
56,[29],Qb3,,0.0,0.0,
57,[29],,Kf5,0.0,0.0,
58,[30],Rf1+,,0.0,0.0,
59,[30],,Kg4,0.0,0.0,
60,[31],Qd3,,6.82,6.82,Gaffe
61,[31],,Bxg2+,14.39,-7.57,Gaffe
62,[32],Kxg2,,15.24,0.85,
63,[32],,Qa8+,14.52,0.72,
64,[33],Kg1,,14.95,0.43,
65,[33],,Bg5,,,#9#
66,[34],Qe2+,,,,#-8#
67,[34],,Kh4,,,#8#
68,[35],Bf2+,,,,#-7#
69,[35],,Kh3,,,#7#
70,[36],Be1,,,,#-6#
