Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.15,0.15,
1,[1],,c6,0.41,-0.26,
2,[2],c4,,0.27,-0.14,
3,[2],,d5,0.31,-0.04,
4,[3],cxd5,,0.26,-0.05,
5,[3],,cxd5,0.28,-0.02,
6,[4],Nc3,,0.3,0.02,
7,[4],,Nf6,0.34,-0.04,
8,[5],Nf3,,0.23,-0.11,
9,[5],,Nc6,0.11,0.12,
10,[6],Bf4,,0.17,0.06,
11,[6],,Bf5,0.14,0.03,
12,[7],e3,,0.25,0.11,
13,[7],,e6,0.2,0.05,
14,[8],Qb3,,0.25,0.05,
15,[8],,Bb4,0.22,0.03,
16,[9],Bb5,,0.14,-0.08,
17,[9],,O-O,0.1,0.04,
18,[10],Bxc6,,0.0,-0.1,
19,[10],,Bxc3+,0.03,-0.03,
20,[11],Qxc3,,0.0,-0.03,
21,[11],,Rc8,0.06,-0.06,
22,[12],Ne5,,0.06,0.0,
23,[12],,Ng4,0.09,-0.03,
24,[13],Nxg4,,0.05,-0.04,
25,[13],,Bxg4,0.06,-0.01,
26,[14],Qb4,,0.13,0.07,
27,[14],,Rxc6,0.07,0.06,
28,[15],Qxb7,,0.11,0.04,
29,[15],,Qc8,0.09,0.02,
30,[16],Qxc8,,0.13,0.04,
31,[16],,Rfxc8,0.17,-0.04,
32,[17],O-O,,0.11,-0.06,
33,[17],,Be2,0.2,-0.09,
34,[18],Rfe1,,0.18,-0.02,
