Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.23,0.23,
1,[1],,e5,0.27,-0.04,
2,[2],Nf3,,0.27,0.0,
5,[3],,a6,0.41,-0.14,
6,[4],Ba4,,0.06,-0.35,
7,[4],,Nf6,0.09,-0.03,
8,[5],O-O,,0.12,0.03,
9,[5],,Be7,0.12,0.0,
10,[6],d3,,0.0,-0.12,
11,[6],,b5,0.06,-0.06,
12,[7],Bb3,,0.12,0.06,
13,[7],,d6,0.1,0.02,
14,[8],a4,,0.08,-0.02,
15,[8],,Bd7,0.01,0.07,
16,[9],c3,,0.02,0.01,
17,[9],,O-O,0.07,-0.05,
18,[10],Nbd2,,-0.17,-0.24,
19,[10],,Na5,-0.17,0.0,
20,[11],Bc2,,-0.22,-0.05,
21,[11],,c5,-0.29,0.07,
22,[12],Re1,,-0.13,0.16,
23,[12],,Nc6,0.1,-0.23,
24,[13],Nf1,,0.0,-0.1,
25,[13],,Re8,-0.01,0.01,
26,[14],Ne3,,0.06,0.07,
27,[14],,Bf8,0.22,-0.16,
28,[15],h3,,0.18,-0.04,
29,[15],,Ne7,0.33,-0.15,
30,[16],Bb3,,0.32,-0.01,
31,[16],,Bc6,0.39,-0.07,
32,[17],Ng4,,0.25,-0.14,
33,[17],,Nxg4,0.22,0.03,
34,[18],hxg4,,0.26,0.04,
35,[18],,Qd7,-0.02,0.28,
36,[19],Ng5,,0.15,0.17,
37,[19],,d5,0.11,0.04,
38,[20],exd5,,-0.01,-0.12,
39,[20],,Nxd5,-0.08,0.07,
