Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.23,0.23,
1,[1],,d6,0.52,-0.29,
2,[2],d4,,0.43,-0.09,
3,[2],,Nf6,0.53,-0.1,
4,[3],Nc3,,0.4,-0.13,
5,[3],,e5,0.74,-0.34,
6,[4],Nf3,,0.37,-0.37,
7,[4],,exd4,0.3,0.07,
8,[5],Nxd4,,0.3,0.0,
9,[5],,Be7,0.35,-0.05,
10,[6],g3,,0.18,-0.17,
11,[6],,O-O,0.22,-0.04,
12,[7],Bg2,,0.23,0.01,
13,[7],,Re8,0.21,0.02,
14,[8],O-O,,0.28,0.07,
15,[8],,Bf8,0.35,-0.07,
16,[9],b3,,0.34,-0.01,
17,[9],,Nbd7,0.37,-0.03,
18,[10],Bb2,,0.33,-0.04,
19,[10],,Nc5,0.3,0.03,
20,[11],Re1,,0.32,0.02,
21,[11],,a5,0.37,-0.05,
22,[12],a4,,0.41,0.04,
23,[12],,c6,0.34,0.07,
24,[13],Qd2,,0.51,0.17,
25,[13],,Qb6,0.4,0.11,
26,[14],Rad1,,0.34,-0.06,
27,[14],,Bg4,0.51,-0.17,
28,[15],f3,,0.39,-0.12,
29,[15],,Bd7,0.45,-0.06,
30,[16],Kh1,,0.39,-0.06,
31,[16],,Rad8,0.44,-0.05,
32,[17],g4,,0.37,-0.07,
33,[17],,Qc7,0.43,-0.06,
34,[18],Nde2,,0.25,-0.18,
35,[18],,d5,0.25,0.0,
36,[19],exd5,,0.08,-0.17,
37,[19],,Bc8,0.44,-0.36,
38,[20],Nf4,,0.24,-0.2,
39,[20],,Ne6,0.48,-0.24,
40,[21],Nh5,,-0.14,-0.62,
41,[21],,Nxd5,0.0,-0.14,
42,[22],Ne4,,-0.27,-0.27,
43,[22],,Kh8,0.12,-0.39,
44,[23],Ng5,,-0.57,-0.69,
45,[23],,Ndf4,1.15,-1.72,
46,[24],Qxd8,,0.63,-0.52,
47,[24],,Rxd8,0.63,0.0,
48,[25],Rxd8,,0.77,0.14,
49,[25],,Kg8,0.55,0.22,
50,[26],Nxe6,,0.65,0.1,
51,[26],,Nxe6,2.52,-1.87,
52,[27],Re8,,2.69,0.17,
53,[27],,f6,2.23,0.46,
54,[28],Bf1,,2.63,0.4,
55,[28],,b5,2.75,-0.12,
56,[29],axb5,,2.23,-0.52,
57,[29],,cxb5,4.04,-1.81,
58,[30],Bxb5,,4.0,-0.04,
59,[30],,Qxc2,8.23,-4.23,
60,[31],Bc4,,8.21,-0.02,
61,[31],,Bd7,10.03,-1.82,
62,[32],R1xe6,,10.46,0.43,
