Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.23,0.23,
1,[1],,e6,0.17,0.06,
2,[2],d4,,0.19,0.02,
3,[2],,d5,0.25,-0.06,
4,[3],Nc3,,0.06,-0.19,
5,[3],,Bb4,0.18,-0.12,
6,[4],e5,,0.0,-0.18,
7,[4],,c5,0.01,-0.01,
8,[5],Qg4,,-0.2,-0.21,
9,[5],,Ne7,-0.16,-0.04,
10,[6],dxc5,,-0.34,-0.18,
13,[7],,O-O,-0.4,0.06,
14,[8],Nf3,,-0.44,-0.04,
15,[8],,Ng6,-0.28,-0.16,
16,[9],Bd3,,-0.18,0.1,
17,[9],,Qc7,0.34,-0.52,
18,[10],O-O,,0.41,0.07,
19,[10],,Ngxe5,1.37,-0.96,
20,[11],Bxh7+,,1.07,-0.3,
25,[13],,Re8,3.16,-2.09,
26,[14],Qh7+,,0.54,-2.62,Erreur
27,[14],,Kf8,0.12,0.42,
28,[15],Qh8+,,0.7,0.58,
29,[15],,Ke7,0.05,0.65,
30,[16],Qxg7,,0.0,-0.05,
31,[16],,Kd8,0.7,-0.7,
32,[17],Rae1,,-0.06,-0.76,
33,[17],,Qe7,-0.09,0.03,
34,[18],Rxe5,,-0.28,-0.19,
35,[18],,Nxe5,-0.13,-0.15,
36,[19],Qxe5,,-0.26,-0.13,
37,[19],,f6,-0.2,-0.06,
38,[20],Qg3,,-0.97,-0.77,
45,[23],,Rxg5,-1.44,0.47,
46,[24],hxg5,,-1.52,-0.08,
47,[24],,Bd6,0.0,-1.52,
48,[25],Qh4,,0.0,0.0,
49,[25],,Qg7,0.0,0.0,
50,[26],Nb5,,0.0,0.0,
51,[26],,Bc5,0.0,0.0,
52,[27],g6+,,0.06,0.06,
53,[27],,Kd7,0.55,-0.49,
54,[28],Qh7,,0.0,-0.55,
55,[28],,Bf8,0.05,-0.05,
56,[29],Nd4,,0.0,-0.05,
57,[29],,Kd6,0.0,0.0,
58,[30],Qh2+,,0.06,0.06,
59,[30],,e5,0.06,0.0,
60,[31],Nf3,,0.0,-0.06,
61,[31],,Kc7,0.0,0.0,
62,[32],Nxe5,,-0.36,-0.36,
63,[32],,Bd6,-0.57,0.21,
64,[33],Qh5,,-0.66,-0.09,
65,[33],,Be6,-0.63,-0.03,
66,[34],Nf7,,-0.57,0.06,
67,[34],,Bxf7,-0.59,0.02,
68,[35],gxf7,,-0.6,-0.01,
69,[35],,Rf8,-0.6,0.0,
70,[36],Qxd5,,-0.6,0.0,
71,[36],,Rxf7,0.0,-0.6,
72,[37],Re3,,-0.78,-0.78,
73,[37],,Qf8,-0.86,0.08,
74,[38],Qa5+,,-0.87,-0.01,
75,[38],,Kb8,-0.79,-0.08,
76,[39],Qb5,,-0.96,-0.17,
77,[39],,Be7,-1.13,0.17,
78,[40],Qe5+,,-1.04,0.09,
79,[40],,Ka8,-1.06,0.02,
80,[41],a3,,-1.55,-0.49,
81,[41],,a6,-1.53,-0.02,
82,[42],b4,,-1.58,-0.05,
83,[42],,Bd8,-1.72,0.14,
84,[43],Re2,,-2.14,-0.42,
85,[43],,Rd7,-1.92,-0.22,
86,[44],c4,,-1.65,0.27,
87,[44],,Qh6,-1.88,0.23,
88,[45],Qe8,,-1.73,0.15,
89,[45],,Qc6,-1.73,0.0,
90,[46],Qe6,,-5.94,-4.21,Gaffe
91,[46],,Rd1+,-6.67,0.73,
92,[47],Kh2,,-6.89,-0.22,
93,[47],,Bc7+,-6.39,-0.5,
