Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.15,0.15,
1,[1],,d5,0.2,-0.05,
2,[2],c4,,0.29,0.09,
3,[2],,dxc4,0.5,-0.21,
4,[3],e4,,-0.03,-0.53,
5,[3],,e5,-0.06,0.03,
6,[4],Nf3,,0.0,0.06,
7,[4],,exd4,-0.06,0.06,
8,[5],Qxd4,,0.21,0.27,
9,[5],,Qxd4,0.16,0.05,
10,[6],Nxd4,,0.08,-0.08,
11,[6],,Nf6,0.15,-0.07,
12,[7],Nc3,,0.19,0.04,
13,[7],,Bc5,0.08,0.11,
14,[8],Ndb5,,-0.19,-0.27,
15,[8],,Na6,-0.24,0.05,
16,[9],Bf4,,-0.11,0.13,
17,[9],,Be6,-0.06,-0.05,
20,[11],Bxc7,,-0.48,-0.42,
21,[11],,O-O,-0.43,-0.05,
22,[12],f3,,-0.35,0.08,
23,[12],,Rac8,-0.26,-0.09,
24,[13],Bf4,,-0.33,-0.07,
25,[13],,Rfd8,-0.43,0.1,
26,[14],Rd1,,-0.39,0.04,
27,[14],,a6,-0.5,0.11,
28,[15],Be2,,-0.39,0.11,
29,[15],,b5,-0.39,0.0,
30,[16],a3,,-0.4,-0.01,
31,[16],,h6,-0.39,-0.01,
32,[17],Bg3,,-0.56,-0.17,
33,[17],,Rxd1+,-0.46,-0.1,
34,[18],Nxd1,,-0.48,-0.02,
35,[18],,a5,-0.22,-0.26,
36,[19],Bf2,,-0.29,-0.07,
37,[19],,Nd7,-0.4,0.11,
38,[20],Kd2,,-0.69,-0.29,
39,[20],,b4,-0.55,-0.14,
40,[21],axb4,,-0.59,-0.04,
41,[21],,axb4,-0.6,0.01,
42,[22],Kc2,,-0.46,0.14,
43,[22],,Bxf2,-0.57,0.11,
44,[23],Nxf2,,-0.55,0.02,
45,[23],,Ra8,-0.64,0.09,
46,[24],f4,,-0.52,0.12,
47,[24],,f5,-0.67,0.15,
48,[25],Rd1,,-0.82,-0.15,
49,[25],,Nc5,-0.7,-0.12,
50,[26],Rd6,,-1.05,-0.35,
51,[26],,Bf7,-1.09,0.04,
52,[27],exf5,,-2.39,-1.3,Erreur
53,[27],,c3,-2.6,0.21,
54,[28],bxc3,,-3.07,-0.47,
55,[28],,Ra2+,-3.03,-0.04,
56,[29],Kd1,,-3.46,-0.43,
57,[29],,bxc3,-3.65,0.19,
58,[30],Rd8+,,-3.63,0.02,
59,[30],,Kh7,-3.34,-0.29,
60,[31],Nd3,,-3.96,-0.62,
61,[31],,c2+,-1.28,-2.68,
62,[32],Kd2,,-1.25,0.03,
63,[32],,Nb3+,-1.34,0.09,
64,[33],Ke3,,-1.62,-0.28,
65,[33],,Ra3,-1.73,0.11,
66,[34],Kf2,,-2.03,-0.3,
67,[34],,Nc5,-1.9,-0.13,
68,[35],Rc8,,-2.17,-0.27,
69,[35],,Rc3,-2.34,0.17,
70,[36],Kg1,,-5.37,-3.03,Gaffe
71,[36],,c1=Q+,-5.35,-0.02,
72,[37],Nxc1,,-5.54,-0.19,
73,[37],,Rxc1+,-5.59,0.05,
74,[38],Bf1,,-5.62,-0.03,
75,[38],,Bc4,-6.02,0.4,
