Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.23,0.23,
1,[1],,e5,0.27,-0.04,
2,[2],Nf3,,0.27,0.0,
5,[3],,a6,0.41,-0.14,
6,[4],Ba4,,0.06,-0.35,
7,[4],,Nf6,0.09,-0.03,
8,[5],d3,,0.02,-0.07,
9,[5],,b5,0.08,-0.06,
10,[6],Bb3,,0.1,0.02,
11,[6],,Bc5,0.12,-0.02,
12,[7],Nc3,,0.22,0.1,
13,[7],,d6,0.28,-0.06,
14,[8],Nd5,,0.25,-0.03,
15,[8],,h6,0.21,0.04,
16,[9],Nxf6+,,0.06,-0.15,
17,[9],,Qxf6,0.0,0.06,
18,[10],Bd5,,0.0,0.0,
19,[10],,Bd7,-0.05,0.05,
20,[11],Be3,,0.01,0.06,
21,[11],,O-O,0.05,-0.04,
22,[12],Bxc5,,0.0,-0.05,
23,[12],,dxc5,-0.05,0.05,
24,[13],Qd2,,-0.19,-0.14,
25,[13],,Rad8,-0.2,0.01,
26,[14],Bxc6,,-0.05,0.15,
27,[14],,Bxc6,0.0,-0.05,
28,[15],Qc3,,-0.05,-0.05,
29,[15],,c4,0.02,-0.07,
30,[16],O-O,,-0.04,-0.06,
31,[16],,Rfe8,0.0,-0.04,
32,[17],Rfe1,,0.0,0.0,
33,[17],,cxd3,0.05,-0.05,
34,[18],cxd3,,0.11,0.06,
35,[18],,Bd7,0.03,0.08,
36,[19],b4,,-0.13,-0.16,
37,[19],,Bg4,-0.02,-0.11,
38,[20],Nd2,,0.0,0.02,
39,[20],,Qd6,-0.05,0.05,
40,[21],Re3,,-0.11,-0.06,
41,[21],,Be6,0.08,-0.19,
42,[22],a3,,0.02,-0.06,
43,[22],,a5,0.09,-0.07,
44,[23],Rc1,,-0.27,-0.36,
45,[23],,axb4,-0.28,0.01,
46,[24],axb4,,-0.36,-0.08,
47,[24],,Ra8,-0.07,-0.29,
48,[25],Nf3,,-0.18,-0.11,
49,[25],,Bg4,0.0,-0.18,
50,[26],h3,,-0.06,-0.06,
51,[26],,Bxf3,-0.12,0.06,
52,[27],Rxf3,,-0.12,0.0,
53,[27],,Re7,0.0,-0.12,
54,[28],Qc5,,-0.06,-0.06,
55,[28],,Qxc5,0.0,-0.06,
56,[29],Rxc5,,0.0,0.0,
57,[29],,c6,0.08,-0.08,
58,[30],Rxc6,,-0.18,-0.26,
59,[30],,Ra4,-0.06,-0.12,
60,[31],Rc5,,-0.17,-0.11,
61,[31],,Rxb4,-0.19,0.02,
62,[32],Rf5,,-0.13,0.06,
63,[32],,f6,-0.12,-0.01,
64,[33],f4,,-0.11,0.01,
65,[33],,Rb1+,0.0,-0.11,
66,[34],Kh2,,-0.04,-0.04,
67,[34],,Rf1,-0.17,0.13,
68,[35],Rxb5,,-0.14,0.03,
69,[35],,exf4,-0.24,0.1,
70,[36],h4,,-0.16,0.08,
71,[36],,Ra7,-0.19,0.03,
72,[37],Ra5,,-0.06,0.13,
73,[37],,Rxa5,-0.07,0.01,
74,[38],Rxa5,,-0.2,-0.13,
75,[38],,g5,-0.06,-0.14,
76,[39],Rf5,,-0.39,-0.33,
77,[39],,Kg7,-0.38,-0.01,
78,[40],e5,,-0.55,-0.17,
79,[40],,fxe5,-0.58,0.03,
80,[41],hxg5,,-0.66,-0.08,
81,[41],,hxg5,-0.7,0.04,
82,[42],Rxe5,,-0.6,0.1,
83,[42],,Kf6,-0.61,0.01,
84,[43],Rd5,,-0.65,-0.04,
85,[43],,g4,-0.36,-0.29,
87,[44],,Ke5,-0.11,-0.25,
88,[45],Re8+,,-0.37,-0.26,
89,[45],,Kd4,-0.46,0.09,
90,[46],Rg8,,-0.74,-0.28,
91,[46],,g3+,-0.74,0.0,
92,[47],Kh3,,-0.39,0.35,
93,[47],,Ke3,-0.71,0.32,
94,[48],Ra8,,-0.6,0.11,
95,[48],,Kxd3,-0.06,-0.54,
96,[49],Re8,,-0.29,-0.23,
97,[49],,Rf2,-0.06,-0.23,
98,[50],Kg4,,-0.11,-0.05,
99,[50],,Re2,0.0,-0.11,
100,[51],Rf8,,0.0,0.0,
101,[51],,Rxg2,0.0,0.0,
102,[52],Rxf4,,0.0,0.0,
103,[52],,Rf2,0.0,0.0,
104,[53],Kxg3,,0.0,0.0,
105,[53],,Rxf4,0.0,0.0,
106,[54],Kxf4,,0.0,0.0,
