Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.23,0.23,
1,[1],,e6,0.17,0.06,
2,[2],d4,,0.19,0.02,
3,[2],,d5,0.25,-0.06,
4,[3],Nd2,,0.12,-0.13,
5,[3],,Nf6,0.13,-0.01,
6,[4],e5,,0.11,-0.02,
7,[4],,Nfd7,0.21,-0.1,
8,[5],f4,,0.04,-0.17,
9,[5],,c5,-0.01,0.05,
10,[6],Ngf3,,0.0,0.01,
11,[6],,cxd4,-0.01,0.01,
12,[7],Nxd4,,-0.63,-0.62,
13,[7],,Nxe5,-0.78,0.15,
14,[8],Nxe6,,-1.05,-0.27,
15,[8],,Bxe6,-0.86,-0.19,
16,[9],fxe5,,-0.98,-0.12,
17,[9],,Qh4+,-0.61,-0.37,
18,[10],g3,,-0.53,0.08,
19,[10],,Qd4,-0.56,0.03,
