Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.15,0.15,
1,[1],,d5,0.2,-0.05,
2,[2],c4,,0.29,0.09,
3,[2],,c6,0.31,-0.02,
4,[3],Nc3,,0.22,-0.09,
9,[5],,a6,0.34,-0.12,
10,[6],b3,,0.3,-0.04,
11,[6],,Bb4,0.39,-0.09,
12,[7],Bd2,,0.35,-0.04,
13,[7],,Nbd7,0.42,-0.07,
14,[8],Bd3,,0.44,0.02,
15,[8],,O-O,0.33,0.11,
16,[9],O-O,,0.41,0.08,
17,[9],,Bd6,0.31,0.1,
18,[10],Re1,,0.15,-0.16,
19,[10],,h6,0.26,-0.11,
20,[11],Rc1,,0.31,0.05,
21,[11],,Re8,0.27,0.04,
22,[12],e4,,0.0,-0.27,
23,[12],,dxc4,0.0,0.0,
24,[13],bxc4,,0.01,0.01,
25,[13],,e5,0.13,-0.12,
26,[14],c5,,-0.17,-0.3,
