Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.15,0.15,
1,[1],,d5,0.2,-0.05,
2,[2],c4,,0.29,0.09,
3,[2],,c6,0.31,-0.02,
4,[3],Nc3,,0.22,-0.09,
7,[4],,a6,0.3,-0.08,
8,[5],Bd3,,0.27,-0.03,
9,[5],,e6,0.24,0.03,
10,[6],Nf3,,0.06,-0.18,
11,[6],,dxc4,0.25,-0.19,
12,[7],Bxc4,,0.08,-0.17,
13,[7],,b5,-0.01,0.09,
14,[8],Bd3,,0.03,0.04,
15,[8],,c5,0.0,0.03,
16,[9],dxc5,,-0.06,-0.06,
17,[9],,Bxc5,0.13,-0.19,
18,[10],Qe2,,-0.08,-0.21,
19,[10],,O-O,0.03,-0.11,
20,[11],e4,,0.01,-0.02,
21,[11],,e5,0.1,-0.09,
22,[12],Bg5,,-0.43,-0.53,
23,[12],,Nbd7,0.13,-0.56,
24,[13],a4,,0.14,0.01,
25,[13],,Qa5,0.46,-0.32,
26,[14],O-O,,0.23,-0.23,
27,[14],,b4,0.21,0.02,
28,[15],Nb1,,0.22,0.01,
29,[15],,h6,0.2,0.02,
30,[16],Bxf6,,0.24,0.04,
31,[16],,Nxf6,0.22,0.02,
32,[17],Nbd2,,0.25,0.03,
35,[18],,Qe7,0.44,-0.19,
36,[19],Nc4,,0.51,0.07,
39,[20],,Nf6,1.09,-0.58,
40,[21],Nc6,,1.08,-0.01,
41,[21],,Qd6,1.14,-0.06,
42,[22],Bxf7+,,1.15,0.01,
43,[22],,Kxf7,1.16,-0.01,
44,[23],Qc4+,,1.13,-0.03,
45,[23],,Kf8,1.17,-0.04,
46,[24],Qxc5,,1.18,0.01,
47,[24],,Qxc5,1.18,0.0,
48,[25],Rxc5,,1.04,-0.14,
49,[25],,Nxe4,1.14,-0.1,
50,[26],Rxe5,,0.95,-0.19,
51,[26],,Bd7,0.94,0.01,
52,[27],Nxb4,,0.9,-0.04,
53,[27],,Bxa4,0.94,-0.04,
54,[28],Re1,,0.7,-0.24,
55,[28],,Rxe5,0.71,-0.01,
56,[29],Nxe5,,0.66,-0.05,
57,[29],,Nf6,0.94,-0.28,
58,[30],f3,,0.89,-0.05,
59,[30],,Rb8,1.01,-0.12,
60,[31],Nbd3,,0.91,-0.1,
61,[31],,Bc2,1.15,-0.24,
62,[32],Re2,,1.02,-0.13,
63,[32],,Bxd3,1.05,-0.03,
64,[33],Nxd3,,0.96,-0.09,
65,[33],,a5,1.05,-0.09,
66,[34],Kf2,,1.0,-0.05,
67,[34],,a4,1.09,-0.09,
68,[35],Rc2,,0.95,-0.14,
69,[35],,Rb3,1.09,-0.14,
70,[36],Nc5,,1.21,0.12,
71,[36],,Rb4,1.19,0.02,
72,[37],Ke2,,0.96,-0.23,
73,[37],,Nd5,0.97,-0.01,
74,[38],Nd3,,0.98,0.01,
75,[38],,Rb3,0.98,0.0,
76,[39],Nc5,,0.96,-0.02,
77,[39],,Re3+,1.05,-0.09,
78,[40],Kf2,,1.06,0.01,
79,[40],,a3,1.01,0.05,
80,[41],bxa3,,1.07,0.06,
81,[41],,Rxa3,1.12,-0.05,
82,[42],Rd2,,1.01,-0.11,
83,[42],,Nf6,1.0,0.01,
84,[43],g4,,0.93,-0.07,
85,[43],,Ra5,1.01,-0.08,
86,[44],Ne6+,,1.0,-0.01,
87,[44],,Kf7,0.89,0.11,
88,[45],Nd8+,,0.99,0.1,
89,[45],,Kf8,1.13,-0.14,
90,[46],h4,,1.12,-0.01,
91,[46],,Rd5,1.24,-0.12,
92,[47],Ne6+,,1.01,-0.23,
93,[47],,Kf7,0.98,0.03,
94,[48],Re2,,0.97,-0.01,
95,[48],,Rd6,1.05,-0.08,
96,[49],Nf4,,0.88,-0.17,
97,[49],,g5,0.95,-0.07,
98,[50],Ng2,,0.53,-0.42,
99,[50],,Rd3,1.03,-0.5,
100,[51],Re5,,0.87,-0.16,
101,[51],,Rd2+,1.07,-0.2,
102,[52],Kg3,,0.7,-0.37,
103,[52],,Rd5,0.82,-0.12,
104,[53],Re3,,0.6,-0.22,
105,[53],,Rd2,1.1,-0.5,
106,[54],Ra3,,1.06,-0.04,
107,[54],,Rd4,1.18,-0.12,
108,[55],Ra7+,,1.31,0.13,
109,[55],,Rd7,1.15,0.16,
110,[56],Ra3,,1.09,-0.06,
111,[56],,Rd4,1.18,-0.09,
112,[57],Ne3,,0.67,-0.51,
113,[57],,gxh4+,0.65,0.02,
114,[58],Kxh4,,0.67,0.02,
115,[58],,Kg6,1.74,-1.07,
116,[59],Nf5,,1.96,0.22,
117,[59],,Rd1,1.5,0.46,
118,[60],Kg3,,1.51,0.01,
119,[60],,Nh5+,1.58,-0.07,
120,[61],Kf2,,1.68,0.1,
121,[61],,Nf6,2.07,-0.39,
122,[62],Ra5,,1.83,-0.24,
123,[62],,Rd2+,1.94,-0.11,
124,[63],Kg3,,1.98,0.04,
125,[63],,Rd7,2.11,-0.13,
126,[64],Ra6,,1.94,-0.17,
127,[64],,Rf7,3.83,-1.89,
128,[65],Nd6,,4.98,1.15,
129,[65],,Rf8,6.0,-1.02,
130,[66],Ne4,,5.98,-0.02,
