Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.15,0.15,
1,[1],,Nf6,0.19,-0.04,
2,[2],c4,,0.2,0.01,
3,[2],,g6,0.43,-0.23,
4,[3],Nc3,,0.46,0.03,
5,[3],,Bg7,0.48,-0.02,
6,[4],e4,,0.54,0.06,
7,[4],,d6,0.43,0.11,
8,[5],Nf3,,0.42,-0.01,
9,[5],,O-O,0.48,-0.06,
10,[6],h3,,0.43,-0.05,
11,[6],,e5,0.5,-0.07,
12,[7],d5,,0.44,-0.06,
13,[7],,Nh5,0.37,0.07,
14,[8],Nh2,,0.11,-0.26,
15,[8],,Qe8,0.11,0.0,
16,[9],Be2,,0.13,0.02,
17,[9],,Nf4,0.18,-0.05,
18,[10],Bf3,,0.17,-0.01,
19,[10],,f5,0.05,0.12,
20,[11],g3,,0.0,-0.05,
21,[11],,Nxh3,-0.23,0.23,
22,[12],Bg2,,-0.16,0.07,
23,[12],,Qf7,-0.18,0.02,
24,[13],Bxh3,,0.0,0.18,
25,[13],,fxe4,0.0,0.0,
26,[14],Ng4,,0.0,0.0,
27,[14],,Bxg4,0.0,0.0,
28,[15],Qxg4,,0.0,0.0,
29,[15],,Qxf2+,0.0,0.0,
30,[16],Kd1,,0.0,0.0,
31,[16],,Qd4+,0.0,0.0,
32,[17],Ke1,,0.0,0.0,
33,[17],,Qf2+,0.0,0.0,
34,[18],Kd1,,0.0,0.0,
35,[18],,Qd4+,0.0,0.0,
