Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.23,0.23,
1,[1],,e6,0.17,0.06,
2,[2],d4,,0.19,0.02,
3,[2],,d5,0.25,-0.06,
4,[3],Nd2,,0.12,-0.13,
5,[3],,a6,0.28,-0.16,
6,[4],Ngf3,,0.27,-0.01,
7,[4],,c5,0.22,0.05,
8,[5],exd5,,0.2,-0.02,
9,[5],,exd5,0.3,-0.1,
10,[6],dxc5,,0.24,-0.06,
11,[6],,Bxc5,0.2,0.04,
12,[7],Nb3,,0.2,0.0,
13,[7],,Bb6,0.25,-0.05,
14,[8],Bd3,,0.3,0.05,
15,[8],,Qe7+,0.17,0.13,
16,[9],Qe2,,0.21,0.04,
17,[9],,Bg4,0.13,0.08,
18,[10],Qxe7+,,0.19,0.06,
19,[10],,Nxe7,0.16,0.03,
20,[11],Ne5,,-0.08,-0.24,
21,[11],,Bf5,0.16,-0.24,
22,[12],O-O,,-0.02,-0.18,
23,[12],,f6,-0.08,0.06,
24,[13],Bxf5,,-0.08,0.0,
25,[13],,Nxf5,-0.13,0.05,
26,[14],Nd3,,-0.09,0.04,
27,[14],,Nc6,-0.19,0.1,
28,[15],a4,,-0.31,-0.12,
29,[15],,O-O-O,-0.15,-0.16,
30,[16],Bd2,,-0.19,-0.04,
31,[16],,Rhe8,-0.17,-0.02,
32,[17],Rfe1,,-0.25,-0.08,
33,[17],,Re4,-0.21,-0.04,
34,[18],Bc3,,-0.21,0.0,
35,[18],,Nd6,-0.19,-0.02,
36,[19],Kf1,,-0.13,0.06,
37,[19],,Rh4,-0.09,-0.04,
38,[20],h3,,-0.01,0.08,
39,[20],,a5,0.16,-0.17,
40,[21],Re2,,0.11,-0.05,
41,[21],,Re4,0.16,-0.05,
42,[22],Rxe4,,0.0,-0.16,
43,[22],,dxe4,0.16,-0.16,
44,[23],Ndc5,,0.0,-0.16,
45,[23],,Re8,0.2,-0.2,
46,[24],Rd1,,0.0,-0.2,
47,[24],,Kc7,0.06,-0.06,
48,[25],Rd5,,-0.06,-0.12,
49,[25],,h6,0.0,-0.06,
50,[26],Ke2,,-0.06,-0.06,
51,[26],,Re7,0.0,-0.06,
52,[27],Bd4,,0.0,0.0,
53,[27],,Nc4,0.0,0.0,
54,[28],Bc3,,0.0,0.0,
55,[28],,Nd6,0.0,0.0,
56,[29],g4,,0.0,0.0,
57,[29],,Nf7,0.37,-0.37,
58,[30],Nd2,,-0.31,-0.68,
59,[30],,Ng5,-0.25,-0.06,
60,[31],h4,,-0.23,0.02,
61,[31],,Nh3,-0.24,0.01,
62,[32],Rf5,,-1.87,-1.63,Erreur
63,[32],,g6,-2.17,0.3,
64,[33],Bxf6,,-3.81,-1.64,Erreur
65,[33],,gxf5,-3.96,0.15,
66,[34],Bxe7,,-3.92,0.04,
67,[34],,Nxe7,-3.91,-0.01,
68,[35],Ne6+,,-3.8,0.11,
69,[35],,Kd6,-3.68,-0.12,
