Ply,Move,White,Black,Score,Eval,Comment
0,[1],Nf3,,0.22,0.22,
1,[1],,Nf6,0.17,0.05,
2,[2],c4,,0.22,0.05,
3,[2],,g6,0.48,-0.26,
4,[3],Nc3,,0.25,-0.23,
5,[3],,d5,0.43,-0.18,
6,[4],cxd5,,0.48,0.05,
7,[4],,Nxd5,0.33,0.15,
8,[5],e4,,0.55,0.22,
9,[5],,Nxc3,0.43,0.12,
10,[6],dxc3,,0.43,0.0,
11,[6],,Qxd1+,0.43,0.0,
12,[7],Kxd1,,0.41,-0.02,
13,[7],,f6,0.55,-0.14,
14,[8],Be3,,0.47,-0.08,
17,[9],,Nd7,0.35,0.12,
18,[10],Nb3,,0.37,0.02,
25,[13],,b6,0.25,0.12,
26,[14],Kc2,,0.06,-0.19,
27,[14],,Ke7,0.2,-0.14,
28,[15],Bc4,,0.12,-0.08,
29,[15],,Nf8,0.04,0.08,
30,[16],Rhd1,,0.0,-0.04,
31,[16],,Ne6,0.0,0.0,
32,[17],g3,,-0.04,-0.04,
33,[17],,Ng5,-0.03,-0.01,
34,[18],Rd3,,-0.06,-0.03,
35,[18],,Nh3,0.0,-0.06,
36,[19],Be1,,-0.01,-0.01,
37,[19],,Bd7,0.08,-0.09,
38,[20],Bf7,,0.0,-0.08,
39,[20],,c5,0.03,-0.03,
40,[21],Bd5,,0.14,0.11,
41,[21],,Rab8,0.1,0.04,
42,[22],Nd2,,0.22,0.12,
43,[22],,Bxd2,0.37,-0.15,
44,[23],Bxd2,,0.42,0.05,
45,[23],,Be6,0.4,0.02,
46,[24],Be3,,0.63,0.23,
47,[24],,Rhd8,0.65,-0.02,
48,[25],Rad1,,0.18,-0.47,
49,[25],,f5,0.48,-0.3,
