Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.15,0.15,
1,[1],,Nf6,0.19,-0.04,
2,[2],c4,,0.2,0.01,
3,[2],,g6,0.43,-0.23,
4,[3],Nc3,,0.46,0.03,
5,[3],,Bg7,0.48,-0.02,
6,[4],e4,,0.54,0.06,
7,[4],,d6,0.43,0.11,
8,[5],Be2,,0.44,0.01,
9,[5],,O-O,0.37,0.07,
10,[6],Nf3,,0.44,0.07,
11,[6],,e5,0.36,0.08,
12,[7],O-O,,0.28,-0.08,
13,[7],,Nc6,0.86,-0.58,
14,[8],d5,,0.81,-0.05,
15,[8],,Ne7,0.74,0.07,
16,[9],b4,,0.39,-0.35,
17,[9],,a5,0.43,-0.04,
18,[10],Ba3,,0.3,-0.13,
19,[10],,axb4,0.24,0.06,
20,[11],Bxb4,,0.27,0.03,
21,[11],,b6,0.39,-0.12,
22,[12],a4,,0.31,-0.08,
23,[12],,Re8,0.52,-0.21,
24,[13],Nd2,,0.48,-0.04,
25,[13],,c5,0.52,-0.04,
26,[14],Ba3,,0.55,0.03,
27,[14],,Rf8,0.51,0.04,
28,[15],Bb2,,0.32,-0.19,
29,[15],,Ne8,0.39,-0.07,
30,[16],Nb5,,0.26,-0.13,
31,[16],,Bh6,0.18,0.08,
32,[17],Ra3,,0.16,-0.02,
33,[17],,f5,0.11,0.05,
34,[18],f4,,-0.56,-0.67,
35,[18],,Bxf4,-0.87,0.31,
36,[19],Rxf4,,-0.8,0.07,
37,[19],,exf4,-1.01,0.21,
38,[20],e5,,-1.23,-0.22,
39,[20],,dxe5,-1.15,-0.08,
40,[21],Bxe5,,-1.31,-0.16,
41,[21],,g5,-1.34,0.03,
42,[22],Bh5,,-1.29,0.05,
43,[22],,Bd7,-1.46,0.17,
44,[23],Bxe8,,-1.84,-0.38,
45,[23],,Rxe8,-1.7,-0.14,
46,[24],Bc7,,-1.66,0.04,
47,[24],,Qc8,-1.71,0.05,
48,[25],d6,,-1.75,-0.04,
49,[25],,Ng6,-1.81,0.06,
50,[26],Nf3,,-3.32,-1.51,Erreur
51,[26],,g4,-3.78,0.46,
52,[27],Ng5,,-4.38,-0.6,
53,[27],,Re5,-4.49,0.11,
54,[28],Bxb6,,-5.35,-0.86,
55,[28],,Qc6,-5.09,-0.26,
56,[29],Nc7,,-5.87,-0.78,
57,[29],,Qxb6,-6.01,0.14,
58,[30],Nxa8,,-6.34,-0.33,
59,[30],,Qa5,-6.14,-0.2,
