Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.15,0.15,
1,[1],,Nf6,0.19,-0.04,
2,[2],c4,,0.2,0.01,
3,[2],,e6,0.19,0.01,
4,[3],Nf3,,0.23,0.04,
5,[3],,Bb4+,0.21,0.02,
6,[4],Bd2,,0.25,0.04,
7,[4],,Bxd2+,0.25,0.0,
8,[5],Qxd2,,0.14,-0.11,
9,[5],,d5,0.25,-0.11,
10,[6],g3,,0.12,-0.13,
11,[6],,Nbd7,0.1,0.02,
12,[7],Bg2,,0.05,-0.05,
13,[7],,c6,0.19,-0.14,
14,[8],b3,,0.0,-0.19,
15,[8],,b6,0.09,-0.09,
16,[9],O-O,,0.16,0.07,
17,[9],,O-O,0.13,0.03,
18,[10],a4,,-0.06,-0.19,
19,[10],,a5,0.0,-0.06,
20,[11],cxd5,,-0.05,-0.05,
21,[11],,cxd5,-0.06,0.01,
22,[12],Na3,,-0.1,-0.04,
23,[12],,Ba6,-0.14,0.04,
24,[13],Rfc1,,-0.08,0.06,
25,[13],,Rc8,-0.12,0.04,
26,[14],e3,,-0.28,-0.16,
27,[14],,Ne4,-0.15,-0.13,
28,[15],Qe1,,-0.28,-0.13,
29,[15],,Rxc1,0.0,-0.28,
30,[16],Rxc1,,0.01,0.01,
31,[16],,Qb8,0.04,-0.03,
32,[17],Bf1,,0.03,-0.01,
